name,state_abbr,Year,state_abbr,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,TotalCrime
Alabama       ,AL,1979,AL,3769000,15578,496,1037,               ,4127,9918,144372,48517,83791,12064,319900
Alabama       ,AL,1980,AL,3861466,17320,509,1158,               ,5102,10551,173191,58952,102029,12210,381022
Alabama       ,AL,1981,AL,3916000,18423,465,1021,               ,4952,11985,173411,56811,105471,11129,383668
Alabama       ,AL,1982,AL,3943000,17653,417,1026,               ,4417,11793,165048,49531,104740,10777,365402
Alabama       ,AL,1983,AL,3959000,16471,364,931,               ,3895,11281,145890,42485,94279,9126,324722
Alabama       ,AL,1984,AL,3990000,17204,374,1002,               ,3833,11995,138487,39970,89198,9319,311382
Alabama       ,AL,1985,AL,4021000,18398,396,1079,               ,4237,12686,140115,41612,88108,10395,317026
Alabama       ,AL,1986,AL,4053000,22616,409,1150,               ,4523,16534,151191,46974,93396,10821,347614
Alabama       ,AL,1987,AL,4083000,22833,380,1137,               ,4581,16735,158918,48927,99260,10731,363502
Alabama       ,AL,1988,AL,4127000,23052,408,1228,               ,4860,16556,165209,50920,103282,11007,376522
Alabama       ,AL,1989,AL,4118000,24329,421,1276,               ,5515,17117,166244,47224,106771,12249,381146
Alabama       ,AL,1990,AL,4040587,28630,467,1319,               ,5805,21039,169974,44585,111336,14053,397208
Alabama       ,AL,1991,AL,4089000,34518,469,1455,               ,6246,26348,184882,51873,118151,14858,438800
Alabama       ,AL,1992,AL,4136000,36052,455,1704,               ,6819,27074,181837,49053,117801,14983,435778
Alabama       ,AL,1993,AL,4187000,32676,484,1471,               ,6677,24044,171598,45578,111878,14142,408548
Alabama       ,AL,1994,AL,4219000,28844,501,1487,               ,7223,19633,178015,44064,119951,14000,413718
Alabama       ,AL,1995,AL,4253000,26894,475,1350,               ,7900,17169,179294,43586,120967,14741,412376
Alabama       ,AL,1996,AL,4273000,24159,444,1397,               ,7124,15194,181803,42821,123350,15632,411924
Alabama       ,AL,1997,AL,4319000,24379,426,1396,               ,6931,15626,186809,43786,127616,15407,422376
Alabama       ,AL,1998,AL,4352000,22286,354,1443,               ,5698,14791,177779,41965,120943,14871,400130
Alabama       ,AL,1999,AL,4369862,21421,345,1513,               ,5297,14266,171398,38648,119616,13134,385638
Alabama       ,AL,2000,AL,4447100,21620,329,1482,               ,5702,14107,180539,40331,127399,12809,404318
Alabama       ,AL,2001,AL,4468912,19582,379,1369,               ,5584,12250,173253,40642,119992,12619,385670
Alabama       ,AL,2002,AL,4478896,19931,303,1664,               ,5962,12002,180400,42578,123932,13890,400662
Alabama       ,AL,2003,AL,4503726,19331,299,1656,               ,6038,11338,182241,43245,124039,14957,403144
Alabama       ,AL,2004,AL,4525375,19324,254,1742,               ,6042,11286,182340,44666,123650,14024,403328
Alabama       ,AL,2005,AL,4548327,19678,374,1564,               ,6447,11293,177393,43473,120780,13140,394142
Alabama       ,AL,2006,AL,4599030,19553,382,1646,               ,7062,10463,181249,44780,121451,15018,401604
Alabama       ,AL,2007,AL,4627851,20775,412,1548,               ,7398,11417,184082,45379,124465,14238,409714
Alabama       ,AL,2008,AL,4661900,21110,351,1618,               ,7346,11795,190416,50411,126539,13466,423052
Alabama       ,AL,2009,AL,4708708,21194,322,1504,               ,6265,13103,178007,48844,118072,11091,398402
Alabama       ,AL,2010,AL,4785401,18363,275,1355,               ,4864,11869,168828,42484,115564,10780,374382
Alabama       ,AL,2011,AL,4803689,20166,299,1370,               ,4906,13591,173192,51119,111411,10662,               
Alabama       ,AL,2012,AL,4817528,21693,342,1296,               ,5020,15035,168878,47481,111523,9874,381142
Alabama       ,AL,2013,AL,4833996,20834,346,1449,2055,4645,13788,161835,42410,108862,10563,366787
Alabama       ,AL,2014,AL,4846411,20727,276,1425,2005,4702,13744,154087,39723,104223,10141,351053
Alabama       ,AL,2015,AL,4853875,22957,348,1449,2037,4612,15960,144785,35265,99182,10338,336933
Alabama       ,AL,2016,AL,4860545,25878,407,1916,1915,4687,18869,143259,34045,97498,11716,340190
Alabama       ,AL,2017,AL,4875120,25469,419,               ,2001,4233,18816,143774,31270,99707,12797,338486
Alabama       ,AL,2018,AL,4887871,25399,383,               ,1996,4076,18944,137700,28841,95747,13112,326198
Arizona       ,AZ,1979,AZ,2450000,14528,219,1120,               ,4305,8884,177977,48916,116976,12085,385010
Arizona       ,AZ,1980,AZ,2715357,17673,279,1227,               ,5258,10909,204193,58527,132814,12852,443732
Arizona       ,AZ,1981,AZ,2793000,16082,227,1064,               ,4961,9830,196575,57655,127469,11451,425314
Arizona       ,AZ,1982,AZ,2860000,14785,236,1100,               ,4537,8912,189161,53861,124723,10577,407892
Arizona       ,AZ,1983,AZ,2963000,14642,213,1241,               ,3923,9265,174740,49440,114721,10579,378764
Arizona       ,AZ,1984,AZ,3053000,15756,238,1316,               ,4003,10199,182670,52327,118604,11739,396852
Arizona       ,AZ,1985,AZ,3187000,19202,254,1458,               ,4670,12820,207591,59585,135720,12286,453586
Arizona       ,AZ,1986,AZ,3317000,21835,307,1425,               ,5614,14489,221015,63278,143845,13892,485700
Arizona       ,AZ,1987,AZ,3386000,20742,253,1396,               ,4687,14406,222663,55059,153296,14308,486810
Arizona       ,AZ,1988,AZ,3466000,21147,294,1345,               ,4750,14758,237808,54773,167121,15914,517910
Arizona       ,AZ,1989,AZ,3556000,21320,237,1286,               ,4944,14853,265284,59284,181574,24426,573208
Arizona       ,AZ,1990,AZ,3665228,23911,284,1500,               ,5897,16230,265229,61206,172375,31648,578280
Arizona       ,AZ,1991,AZ,3750000,25152,291,1590,               ,6215,17056,252559,60281,159987,32291,555422
Arizona       ,AZ,1992,AZ,3832000,25706,312,1647,               ,5867,17880,243629,54095,158053,31481,538670
Arizona       ,AZ,1993,AZ,3936000,28142,339,1488,               ,6412,19903,264371,57684,172689,33998,585026
Arizona       ,AZ,1994,AZ,4075000,28653,426,1465,               ,6601,20161,294273,60157,190649,43467,645852
Arizona       ,AZ,1995,AZ,4218000,30095,439,1418,               ,7329,20909,316355,59762,207763,48830,692900
Arizona       ,AZ,1996,AZ,4428000,27963,377,1381,               ,7429,18776,284964,55630,188300,41034,625854
Arizona       ,AZ,1997,AZ,4555000,28411,375,1492,               ,7547,18997,299323,60077,195045,44201,655468
Arizona       ,AZ,1998,AZ,4669000,26984,376,1451,               ,7715,17442,280001,56473,183137,40391,613970
Arizona       ,AZ,1999,AZ,4778332,26334,384,1383,               ,7288,17279,255401,49423,167731,38247,563470
Arizona       ,AZ,2000,AZ,5130632,27281,359,1577,               ,7504,17841,271811,51902,176705,43204,598184
Arizona       ,AZ,2001,AZ,5306966,28675,400,1518,               ,8868,17889,293874,54821,186850,52203,645098
Arizona       ,AZ,2002,AZ,5441125,30171,387,1608,               ,8000,20176,318296,59087,201541,57668,696934
Arizona       ,AZ,2003,AZ,5579222,28638,441,1856,               ,7619,18722,314335,58613,198725,56997,685946
Arizona       ,AZ,2004,AZ,5739879,28952,414,1896,               ,7721,18921,291203,56885,179012,55306,640310
Arizona       ,AZ,2005,AZ,5953007,30478,445,2006,               ,8579,19448,287345,56328,176112,54905,635646
Arizona       ,AZ,2006,AZ,6166318,33456,533,2449,               ,9491,20983,294389,59418,178321,56650,655690
Arizona       ,AZ,2007,AZ,6338755,32835,548,2353,               ,9764,20170,287308,59988,177076,50244,640286
Arizona       ,AZ,2008,AZ,6500180,31567,462,2200,               ,9809,19096,266653,58606,169460,38587,596440
Arizona       ,AZ,2009,AZ,6595778,28128,380,2279,               ,8199,17270,236721,54308,155976,26437,529698
Arizona       ,AZ,2010,AZ,6413158,26528,408,2191,               ,6953,16976,226802,50932,154137,21733,506660
Arizona       ,AZ,2011,AZ,6467315,26789,397,2499,               ,7145,16748,229896,54695,155400,19801,513370
Arizona       ,AZ,2012,AZ,6551149,28077,358,2282,               ,7383,18054,231701,52911,159808,18982,519556
Arizona       ,AZ,2013,AZ,6634997,27576,355,2344,3174,6656,17391,223294,48292,158036,16966,504084
Arizona       ,AZ,2014,AZ,6728783,26422,311,2356,3272,6225,16614,213406,43412,152683,17311,482012
Arizona       ,AZ,2015,AZ,6817565,27968,306,2268,3109,6360,18193,207184,38010,152388,16786,472572
Arizona       ,AZ,2016,AZ,6908642,32542,389,3290,3304,7045,21804,207317,38216,150618,18483,483008
Arizona       ,AZ,2017,AZ,7048876,35647,422,               ,3622,7440,24163,204999,37722,148251,19026,481292
Arizona       ,AZ,2018,AZ,7171646,34058,369,               ,3638,6523,23528,191974,31532,141303,19139,452064
California    ,CA,1979,CA,22696000,184087,2952,12239,               ,75767,93129,1511021,496310,847148,167563,3390216
California    ,CA,1980,CA,23532680,210290,3411,13693,               ,90420,102766,1633042,545138,913070,174834,3686664
California    ,CA,1981,CA,24159000,208485,3143,13566,               ,93781,97995,1625302,540806,921939,162557,3667574
California    ,CA,1982,CA,24724000,201429,2779,12529,               ,91988,94133,1599827,499466,935831,164530,3602512
California    ,CA,1983,CA,25174000,194491,2639,12093,               ,85826,93933,1486487,460460,867123,158904,3361956
California    ,CA,1984,CA,25622000,195589,2717,11702,               ,83924,97246,1461731,443094,857328,161309,3314640
California    ,CA,1985,CA,26365000,201763,2770,11421,               ,86387,101185,1516710,448506,890967,177237,3436946
California    ,CA,1986,CA,26981000,248370,3038,12119,               ,92512,140701,1576299,457698,913004,205597,3649338
California    ,CA,1987,CA,27663000,253943,2924,12109,               ,83341,155569,1545928,419969,896335,229624,3599742
California    ,CA,1988,CA,28168000,261912,2936,11780,               ,86141,161055,1607180,407631,933636,265913,3738184
California    ,CA,1989,CA,29063000,284136,3158,11966,               ,96431,172581,1681516,410468,972603,298445,3931304
California    ,CA,1990,CA,29760021,311051,3553,12688,               ,112208,182602,1654186,400392,951580,302214,3930474
California    ,CA,1991,CA,30380000,331122,3859,12896,               ,124939,189428,1726391,424656,986120,315615,4115026
California    ,CA,1992,CA,30867000,345624,3921,12761,               ,130897,198045,1716137,427491,968534,320112,4123522
California    ,CA,1993,CA,31211000,336381,4096,11766,               ,126436,194083,1678884,414182,945407,319295,4030530
California    ,CA,1994,CA,31431000,318395,3703,10984,               ,112160,191548,1622102,384257,929640,308205,3880994
California    ,CA,1995,CA,31589000,305154,3531,10554,               ,104611,186458,1536830,353895,902456,280479,3683968
California    ,CA,1996,CA,31878000,274996,2916,10244,               ,94222,167614,1385135,312212,830457,242466,3320262
California    ,CA,1997,CA,32268000,257582,2579,10189,               ,81468,163346,1312367,299240,784405,228722,3139898
California    ,CA,1998,CA,32667000,229883,2171,9782,               ,68782,149148,1188791,269012,724262,195517,2837348
California    ,CA,1999,CA,33145121,207879,2005,9363,               ,60039,136472,1053285,223814,660991,168480,2522328
California    ,CA,2000,CA,33871648,210531,2079,9785,               ,60249,138418,1056183,222293,651855,182035,2533428
California    ,CA,2001,CA,34600463,212867,2206,9960,               ,64614,136087,1134189,232273,697739,204177,2694112
California    ,CA,2002,CA,35001986,208388,2395,10198,               ,64968,130827,1176484,238428,715692,222364,2769744
California    ,CA,2003,CA,35462712,205551,2407,9994,               ,63770,129380,1215086,242274,731486,241326,2841274
California    ,CA,2004,CA,35842038,189175,2392,9615,               ,61768,115400,1227194,245903,728687,252604,2832738
California    ,CA,2005,CA,36154147,190178,2503,9392,               ,63622,114661,1200531,250521,692467,257543,2781418
California    ,CA,2006,CA,36457549,194483,2486,9235,               ,71142,111620,1159988,247230,669103,243655,2708942
California    ,CA,2007,CA,36553215,191561,2262,9046,               ,70706,109547,1112510,237850,654526,220134,2608142
California    ,CA,2008,CA,36756666,185329,2142,8903,               ,69388,104896,1080996,237811,650656,192529,2532650
California    ,CA,2009,CA,36961664,174934,1972,8713,               ,64093,100156,1009433,230198,615402,163833,2368734
California    ,CA,2010,CA,37338198,164133,1809,8331,               ,58116,95877,981939,228857,600558,152524,2292144
California    ,CA,2011,CA,37683933,154943,1792,7665,               ,54291,91195,973822,230075,596905,146842,2257530
California    ,CA,2012,CA,37999878,160944,1884,7837,               ,56521,94702,1049465,245767,635090,168608,2420818
California    ,CA,2013,CA,38431393,154739,1746,7464,10324,53640,89029,1018907,232058,621557,165292,2354756
California    ,CA,2014,CA,38792291,153763,1700,8389,11578,48681,91804,947193,202669,592673,151851,2210301
California    ,CA,2015,CA,38993940,166883,1861,9341,12811,52862,99349,1024914,197404,656517,170993,2392935
California    ,CA,2016,CA,39296476,174796,1930,13702,13702,54789,104375,1002070,188304,637010,176756,2367434
California    ,CA,2017,CA,39399349,178597,1830,               ,14724,56625,105418,987063,176679,642019,168365,2331320
California    ,CA,2018,CA,39557045,176982,1739,               ,15505,54326,105412,941618,164632,621775,155211,2237200
Colorado      ,CO,1979,CO,2772000,14472,161,1472,               ,4353,8486,180984,49741,117898,13345,390912
Colorado      ,CO,1980,CO,2878407,15215,198,1510,               ,4608,8899,195872,58455,124514,12903,422174
Colorado      ,CO,1981,CO,2963000,15755,239,1352,               ,4726,9438,202119,60197,129658,12264,435748
Colorado      ,CO,1982,CO,3045000,15354,182,1356,               ,4587,9229,200230,53260,134873,12097,431168
Colorado      ,CO,1983,CO,3139000,14955,202,1316,               ,3968,9469,193070,48101,133271,11698,416050
Colorado      ,CO,1984,CO,3178000,14548,184,1238,               ,3623,9503,191104,49619,128859,12626,411304
Colorado      ,CO,1985,CO,3231000,15219,189,1321,               ,4012,9697,208336,56480,137868,13988,447110
Colorado      ,CO,1986,CO,3267000,17105,230,1382,               ,4731,10762,212626,58531,138219,15876,459462
Colorado      ,CO,1987,CO,3296000,15409,191,1344,               ,3916,9958,197225,50580,132266,14379,425268
Colorado      ,CO,1988,CO,3290000,15548,187,1269,               ,3250,10842,187719,45503,128331,13885,406534
Colorado      ,CO,1989,CO,3317000,15636,146,1202,               ,2984,11304,184692,41475,128195,15022,400656
Colorado      ,CO,1990,CO,3294394,17328,138,1521,               ,2985,12684,182106,39822,128172,14112,398868
Colorado      ,CO,1991,CO,3377000,18887,199,1588,               ,3628,13472,186235,39117,132717,14401,410244
Colorado      ,CO,1992,CO,3470000,20086,216,1641,               ,4180,14049,186684,37853,131169,17662,413540
Colorado      ,CO,1993,CO,3566000,20229,206,1633,               ,4160,14230,176856,36011,124787,16058,394170
Colorado      ,CO,1994,CO,3656000,18632,199,1579,               ,3910,12944,175808,33843,127600,14365,388880
Colorado      ,CO,1995,CO,3747000,16494,216,1480,               ,3604,11194,185705,35001,136184,14520,404398
Colorado      ,CO,1996,CO,3823000,15463,180,1765,               ,3755,9763,180218,34436,130576,15206,391362
Colorado      ,CO,1997,CO,3893000,14139,157,1677,               ,3242,9063,166902,30994,119801,16107,362082
Colorado      ,CO,1998,CO,3971000,15008,183,1883,               ,3238,9704,163189,31231,115871,16087,356394
Colorado      ,CO,1999,CO,4056133,13811,185,1679,               ,3056,8891,151002,26979,109228,14795,329626
Colorado      ,CO,2000,CO,4301261,14367,134,1774,               ,3034,9425,156937,27133,112843,16961,342608
Colorado      ,CO,2001,CO,4430989,15492,158,1930,               ,3555,9849,170887,28533,121360,20994,372758
Colorado      ,CO,2002,CO,4501051,15882,179,2066,               ,3579,10058,180054,31678,125193,23183,391872
Colorado      ,CO,2003,CO,4547633,15757,185,1913,               ,3738,9921,179706,32394,124496,22816,390926
Colorado      ,CO,2004,CO,4601821,17121,201,1945,               ,3739,11236,180322,33010,123308,24004,394886
Colorado      ,CO,2005,CO,4663295,18498,173,2026,               ,3948,12351,188449,34746,127602,26101,413894
Colorado      ,CO,2006,CO,4753377,18794,171,2158,               ,3824,12641,163439,32411,110372,20656,364466
Colorado      ,CO,2007,CO,4861515,17101,155,2075,               ,3461,11410,145808,28633,100519,16656,325818
Colorado      ,CO,2008,CO,4939456,17480,165,2151,               ,3404,11760,139340,28054,97937,13349,313640
Colorado      ,CO,2009,CO,5024748,17022,159,2269,               ,3371,11223,134196,26637,95079,12480,302436
Colorado      ,CO,2010,CO,5047692,16339,129,2230,               ,3164,10816,135001,26196,97534,11271,302680
Colorado      ,CO,2011,CO,5116302,16085,155,2285,               ,3299,10346,132781,25725,96054,11002,297732
Colorado      ,CO,2012,CO,5189458,15951,152,2122,               ,3392,10285,139355,26163,101091,12101,310612
Colorado      ,CO,2013,CO,5272086,16099,174,2198,2963,3136,9826,139974,25075,102375,12524,314344
Colorado      ,CO,2014,CO,5355588,16487,150,2236,3089,3037,10211,135789,23502,99688,12599,306788
Colorado      ,CO,2015,CO,5448819,17348,173,2422,3328,3315,10532,144044,23490,104532,16022,325206
Colorado      ,CO,2016,CO,5530105,19030,189,3555,3635,3525,11681,152146,23825,108680,19641,345907
Colorado      ,CO,2017,CO,5615902,20901,222,               ,4021,3868,12790,152032,22618,107470,21944,345866
Colorado      ,CO,2018,CO,5695564,22624,210,               ,4070,3797,14547,152163,21371,109119,21673,349574
Connecticut   ,CT,1979,CT,3115000,12902,131,752,               ,6021,5998,167131,48229,96997,21905,360066
Connecticut   ,CT,1980,CT,3095224,12768,146,670,               ,6749,5203,169283,52638,95631,21014,364102
Connecticut   ,CT,1981,CT,3132000,14033,168,687,               ,7709,5469,168790,52990,96927,18873,365646
Connecticut   ,CT,1982,CT,3153000,12597,164,692,               ,6574,5167,158532,44481,96640,17411,342258
Connecticut   ,CT,1983,CT,3138000,11767,129,627,               ,6296,4715,144437,39988,89421,15028,312408
Connecticut   ,CT,1984,CT,3154000,12422,122,759,               ,6009,5532,133573,35607,84630,13336,291990
Connecticut   ,CT,1985,CT,3174000,12758,120,763,               ,6032,5843,136572,36041,86524,14007,298660
Connecticut   ,CT,1986,CT,3189000,13578,148,760,               ,6129,6541,140411,38190,87963,14258,307978
Connecticut   ,CT,1987,CT,3211000,13455,156,800,               ,5720,6779,146958,39120,90852,16986,320826
Connecticut   ,CT,1988,CT,3241000,14759,174,849,               ,6080,7656,150455,39477,91079,19899,330428
Connecticut   ,CT,1989,CT,3239000,16576,190,892,               ,6956,8538,154119,40035,91483,22601,341390
Connecticut   ,CT,1990,CT,3287116,18201,166,918,               ,7717,9400,158867,40355,94485,24027,354136
Connecticut   ,CT,1991,CT,3291000,17761,187,960,               ,7384,9230,158770,39198,93384,26188,353062
Connecticut   ,CT,1992,CT,3281000,16252,166,884,               ,6918,8284,149535,36372,89463,23700,331574
Connecticut   ,CT,1993,CT,3277000,14949,206,800,               ,6447,7496,137443,32052,85876,19515,304784
Connecticut   ,CT,1994,CT,3275000,14916,215,806,               ,6150,7745,134030,29142,84721,20167,297892
Connecticut   ,CT,1995,CT,3275000,13293,150,776,               ,5345,7022,134188,29095,87401,17692,294962
Connecticut   ,CT,1996,CT,3274000,13490,158,755,               ,5552,7025,124924,27574,81328,16022,276828
Connecticut   ,CT,1997,CT,3270000,12781,124,740,               ,4999,6918,117505,24143,78821,14541,260572
Connecticut   ,CT,1998,CT,3274000,11993,135,728,               ,4379,6751,111978,21801,77472,12705,247942
Connecticut   ,CT,1999,CT,3282031,11342,107,654,               ,4054,6527,99894,19298,69299,11297,222472
Connecticut   ,CT,2000,CT,3405565,11058,98,678,               ,3832,6450,99033,17436,68498,13099,220182
Connecticut   ,CT,2001,CT,3434602,11492,105,639,               ,4183,6565,95299,17159,65762,12378,213582
Connecticut   ,CT,2002,CT,3458587,10807,84,740,               ,4069,5914,93426,17111,64735,11580,208466
Connecticut   ,CT,2003,CT,3486960,11045,112,698,               ,4212,6023,92981,16043,65568,11370,208052
Connecticut   ,CT,2004,CT,3498966,10113,100,755,               ,4188,5070,93942,15959,66770,11213,208110
Connecticut   ,CT,2005,CT,3500701,9542,105,712,               ,3933,4792,90270,15245,64416,10609,199624
Connecticut   ,CT,2006,CT,3504809,10505,137,696,               ,4460,5212,90638,15583,64765,10290,202286
Connecticut   ,CT,2007,CT,3502309,10547,113,690,               ,4303,5441,86528,15640,60937,9951,194150
Connecticut   ,CT,2008,CT,3501252,10737,132,680,               ,4043,5882,87210,15107,63212,8891,195894
Connecticut   ,CT,2009,CT,3518288,10588,106,657,               ,4001,5824,82625,15172,59992,7461,186426
Connecticut   ,CT,2010,CT,3575498,10083,133,595,               ,3553,5802,78259,15145,56413,6701,176684
Connecticut   ,CT,2011,CT,3586717,9889,129,689,               ,3689,5382,77205,15468,55067,6670,174188
Connecticut   ,CT,2012,CT,3591765,10183,117,933,               ,3709,5424,77169,14787,55904,6478,174704
Connecticut   ,CT,2013,CT,3599341,9439,91,647,891,3551,4906,71274,12934,52099,6241,162073
Connecticut   ,CT,2014,CT,3594762,8575,89,579,794,3172,4520,69326,12017,51195,6114,156381
Connecticut   ,CT,2015,CT,3584730,7938,116,585,798,2925,4099,65610,10286,48898,6426,147681
Connecticut   ,CT,2016,CT,3587685,8169,79,763,791,2711,4588,64875,10107,47642,7126,146851
Connecticut   ,CT,2017,CT,3573880,8190,105,               ,850,2813,4422,63646,8906,47418,7322,143672
Connecticut   ,CT,2018,CT,3572665,7411,83,               ,840,2194,4294,60055,7948,44724,7383,134932
Delaware      ,DE,1979,DE,582000,3127,33,162,               ,753,2179,34853,8890,23081,2882,75960
Delaware      ,DE,1980,DE,594779,2824,41,144,               ,815,1824,37482,9698,25077,2707,80612
Delaware      ,DE,1981,DE,598000,3044,40,170,               ,844,1990,36958,9627,24759,2572,80004
Delaware      ,DE,1982,DE,602000,3370,32,186,               ,737,2415,35067,8698,23891,2478,76874
Delaware      ,DE,1983,DE,606000,2746,25,229,               ,699,1793,30378,7414,20908,2056,66248
Delaware      ,DE,1984,DE,613000,2671,25,300,               ,711,1635,28021,6678,19747,1596,61384
Delaware      ,DE,1985,DE,622000,2695,30,296,               ,773,1596,28164,6826,19638,1700,61718
Delaware      ,DE,1986,DE,633000,2703,31,360,               ,786,1526,27881,6598,19562,1721,61168
Delaware      ,DE,1987,DE,644000,2774,33,441,               ,789,1511,29032,6572,20453,2007,63612
Delaware      ,DE,1988,DE,660000,2981,34,491,               ,784,1672,28693,6868,19824,2001,63348
Delaware      ,DE,1989,DE,673000,3745,34,569,               ,934,2208,28998,6072,20294,2632,65486
Delaware      ,DE,1990,DE,666168,4365,33,587,               ,1098,2647,31344,6465,21922,2957,71418
Delaware      ,DE,1991,DE,680000,4857,37,588,               ,1460,2772,35055,7668,24836,2551,79824
Delaware      ,DE,1992,DE,689000,4280,32,591,               ,1042,2615,29126,6598,20419,2109,66812
Delaware      ,DE,1993,DE,700000,4801,35,539,               ,1307,2920,29304,6244,20853,2207,68210
Delaware      ,DE,1994,DE,706000,4549,33,546,               ,1141,2829,29971,6198,20828,2945,69040
Delaware      ,DE,1995,DE,717000,5198,25,575,               ,1425,3173,31790,6491,22329,2970,73976
Delaware      ,DE,1996,DE,725000,4845,31,454,               ,1304,3056,30643,5830,21665,3148,70976
Delaware      ,DE,1997,DE,732000,5753,22,428,               ,1783,3520,36578,6421,25904,4253,84662
Delaware      ,DE,1998,DE,744000,5672,21,499,               ,1445,3707,34230,6395,24649,3186,79804
Delaware      ,DE,1999,DE,753538,5534,24,529,               ,1492,3489,30922,5245,22634,3043,72912
Delaware      ,DE,2000,DE,783600,5363,25,424,               ,1394,3520,29727,5216,21360,3151,70180
Delaware      ,DE,2001,DE,796599,4868,23,420,               ,1156,3269,27399,5144,19476,2779,64534
Delaware      ,DE,2002,DE,805945,4836,26,358,               ,1154,3298,26967,5355,18555,3057,63606
Delaware      ,DE,2003,DE,818166,5525,21,370,               ,1441,3693,27943,6066,18933,2944,66936
Delaware      ,DE,2004,DE,830069,5105,28,357,               ,1343,3377,27256,5669,19285,2302,64722
Delaware      ,DE,2005,DE,841741,5332,37,377,               ,1306,3612,26245,5811,18085,2349,63154
Delaware      ,DE,2006,DE,853476,5983,42,417,               ,1791,3733,29670,6337,20449,2884,71306
Delaware      ,DE,2007,DE,864764,6100,39,341,               ,1763,3957,29216,6420,20454,2342,70632
Delaware      ,DE,2008,DE,873092,6187,57,371,               ,1847,3912,31385,6783,22045,2557,75144
Delaware      ,DE,2009,DE,885122,5713,41,395,               ,1680,3597,29685,6943,20836,1906,70796
Delaware      ,DE,2010,DE,899792,5608,51,326,               ,1839,3392,31078,7550,21593,1935,73372
Delaware      ,DE,2011,DE,908137,5144,48,307,               ,1558,3231,31163,7617,22001,1545,72614
Delaware      ,DE,2012,DE,917053,5048,56,249,               ,1498,3245,30707,7389,21880,1438,71510
Delaware      ,DE,2013,DE,925240,4633,41,278,399,1233,2960,29001,6299,21347,1355,67546
Delaware      ,DE,2014,DE,935968,4568,50,274,390,1271,2857,27915,5765,20885,1265,65240
Delaware      ,DE,2015,DE,944076,4760,62,257,361,1240,3097,25545,4797,19555,1193,60867
Delaware      ,DE,2016,DE,952698,4859,58,308,311,1359,3131,26370,5028,19812,1530,62766
Delaware      ,DE,2017,DE,957078,4377,51,               ,351,1082,2893,23430,3960,18108,1362,55614
Delaware      ,DE,2018,DE,967171,4097,48,               ,338,866,2845,22481,3158,17847,1476,53156
Florida       ,FL,1979,FL,8860000,73881,1084,4576,               ,22097,46124,607281,190884,378099,38298,1362324
Florida       ,FL,1980,FL,9567112,94095,1387,5439,               ,34015,53254,709730,239825,424223,45682,1607650
Florida       ,FL,1981,FL,10166000,98109,1522,5707,               ,35473,55407,718470,241536,431222,45712,1633158
Florida       ,FL,1982,FL,10416000,93411,1409,5587,               ,31002,55413,684166,211932,427462,44772,1555154
Florida       ,FL,1983,FL,10680000,88292,1199,5170,               ,28126,53797,635934,191902,400796,43236,1448452
Florida       ,FL,1984,FL,10976000,95270,1264,5570,               ,30311,58125,653429,198446,408153,46830,1497398
Florida       ,FL,1985,FL,11366000,106971,1296,6004,               ,35506,64165,753918,228402,465792,59724,1721778
Florida       ,FL,1986,FL,11675000,121013,1371,6152,               ,42822,70668,839651,259331,510496,69824,1921328
Florida       ,FL,1987,FL,12023000,123168,1371,6032,               ,42869,72896,899167,271346,546466,81355,2044670
Florida       ,FL,1988,FL,12377000,138343,1416,6154,               ,49916,80857,967869,283960,589215,94694,2212424
Florida       ,FL,1989,FL,12671000,140575,1405,6299,               ,51188,81683,975042,289254,583702,102086,2231234
Florida       ,FL,1990,FL,12937926,160990,1379,6781,               ,53928,98902,978944,280832,591210,106902,2279868
Florida       ,FL,1991,FL,13277000,157243,1248,6865,               ,53083,96047,977570,266313,607222,104035,2269626
Florida       ,FL,1992,FL,13488000,162827,1208,7310,               ,49482,104827,964533,254755,598093,111685,2254720
Florida       ,FL,1993,FL,13679000,164975,1224,7359,               ,48913,107479,977363,251063,603784,122516,2284676
Florida       ,FL,1994,FL,13953000,160016,1165,7301,               ,45871,105679,991105,237341,626578,127186,2302242
Florida       ,FL,1995,FL,14166000,151711,1037,6887,               ,42485,101302,939288,215657,612311,111320,2181998
Florida       ,FL,1996,FL,14400000,151350,1077,7508,               ,41643,101122,928273,219056,605448,103769,2159246
Florida       ,FL,1997,FL,14654000,149996,1012,7599,               ,40459,100926,915613,213926,594492,107195,2131218
Florida       ,FL,1998,FL,14916000,140016,967,7404,               ,36198,95447,887107,203105,579752,104250,2054246
Florida       ,FL,1999,FL,15111244,129044,859,6990,               ,31969,89226,808674,181378,534105,93191,1875436
Florida       ,FL,2000,FL,15982378,129777,903,7057,               ,31809,90008,780377,172898,518298,89181,1820308
Florida       ,FL,2001,FL,16373330,130713,874,6641,               ,32867,90331,782517,176052,516548,89917,1826460
Florida       ,FL,2002,FL,16691701,128721,911,6753,               ,32581,88476,777236,177242,511478,88516,1811914
Florida       ,FL,2003,FL,16999181,124280,924,6727,               ,31523,85106,757696,170644,505489,81563,1763952
Florida       ,FL,2004,FL,17385430,123754,946,6612,               ,29997,86199,727141,166332,482484,78325,1701790
Florida       ,FL,2005,FL,17768191,125957,883,6592,               ,30141,88341,712998,164783,472912,75303,1677910
