CODE,Title,year,Word,count
VA,"Richmond, Virginia                                              ",2016,Been,2
WI,"Birchwood, Wisconsin                                            ",2004,Been,1
WV,Morgantown                                                      ,2014,Been,1
CT,Hartford Beer Distributors                                      ,2010,Beer,2
FL,Fort Lauderdale City Parks Office                               ,1996,Behavior,1
WA,Cafe in Seattle                                                 ,2012,Behaviour,1
CO,Movie Theater in Aurora                                         ,2012,Behind,1
AK,Bethel Regional High School                                     ,1997,Being,1
AR,Westside Middle School                                          ,1998,Being,1
AR,University of Central Arkansas                                  ,2008,Being,1
CA,Lindhurst High School                                           ,1992,Being,1
CA,Caltrans Maintenance Yard                                       ,1997,Being,1
CA,Riverside City Hall                                             ,1998,Being,1
CO,Chuck E. Cheese in Aurora                                       ,1993,Being,1
FL,Radisson Bay Harbor Inn                                         ,1999,Being,1
GA,Heritage High School                                            ,1999,Being,1
GA,Su Jung Health Sauna                                            ,2012,Being,1
KY,"Residence in Union, Kentucky                                    ",1994,Being,1
KY,Heath High School                                               ,1997,Being,1
MI,Chelsea High School                                             ,1993,Being,1
MO,Kirkwood City Hall                                              ,2008,Being,1
NC,Downtown Chapel Hill                                            ,1995,Being,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Being,1
NC,"Louisburg, North Carolina                                       ",2016,Being,1
NY,Schuyler County Office Building                                 ,1992,Being,1
NY,Long Island Rail Road Commuter Train                            ,1993,Being,1
OH,Wickliffe Middle School                                         ,1994,Being,1
OH,Damageplan show at the Alrosa Villa Nightclub                   ,2004,Being,1
OH,"Columbus, Ohio                                                  ",2015,Being,1
OK,Fort Gibson Middle School                                       ,1999,Being,1
OK,Oklahoma City Residence                                         ,2013,Being,1
OR,Thurston High School                                            ,1998,Being,1
OR,Springwater Trail High School                                   ,2007,Being,1
PA,Parker Middle School Dance                                      ,1998,Being,1
TX,Tyler Courthouse                                                ,2005,Being,1
UT,Trolley Square                                                  ,2007,Being,1
VA,Appalachian School of Law                                       ,2002,Being,1
WA,Fairchild Air Force Base Hospital                               ,1994,Being,1
WA,Cafe in Seattle                                                 ,2012,Being,1
WI,"Birchwood, Wisconsin                                            ",2004,Being,1
KS,"Hesston, Kansas                                                 ",2016,Believe,1
MD,"Forestville, Maryland Drive-by                                  ",2016,Believe,2
IL,Hubbard Woods Elementary School                                 ,1988,Believed,1
