CODE,Title,year,Word,count
NC,Downtown Chapel Hill                                            ,1995,Opened,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Opened,1
NE,Omaha                                                           ,2015,Opened,1
NY,Gates Pub                                                       ,2015,Opened,1
NY,McAvan's Pub                                                    ,2015,Opened,1
OK,"Post office in Edmond, Oklahoma                                 ",1986,Opened,1
OK,Fort Gibson Middle School                                       ,1999,Opened,1
OR,Clackamas Town Center                                           ,2012,Opened,1
OR,Umpqua Community College                                        ,2015,Opened,1
SC,University of South Carolina                                    ,1979,Opened,1
TN,"Amnicola Training Center, Chattanooga                           ",2015,Opened,1
TX,"Luby's Cafeteria in Killeen, Texas                              ",1991,Opened,1
TX,Tyler Courthouse                                                ,2005,Opened,1
TX,Killeen                                                         ,2015,Opened,1
WA,Cafe in Seattle                                                 ,2012,Opened,1
WI,"Birchwood, Wisconsin                                            ",2004,Opened,1
WI,Living Church of God                                            ,2005,Opened,1
WI,"Apartment in Crandon, Wisconsin                                 ",2007,Opened,1
WI,Sikh Temple in Wisconsin                                        ,2012,Opened,1
WY,Central Middle School                                           ,1993,Opened,1
NJ,Annual motorcycle event in Newark                               ,2015,Opening,1
OR,Umpqua Community College                                        ,2015,Opening,1
CA,Orange Glenn Post Office                                        ,1989,Orange,1
NC,Orange High School                                              ,2006,Orange,1
CO,"Colorado Springs, Colorado                                      ",2015,Ordeal,1
CA,Electromagnetic Systems Laboratory (ESL)                        ,1988,Order,1
KS,"Hesston, Kansas                                                 ",2016,Order,2
AZ,Rose-Mar College of Beauty                                      ,1966,Ordering,1
OR,Thurston High School                                            ,1998,Oregon,1
OR,Springwater Trail High School                                   ,2007,Oregon,1
OR,Clackamas Town Center                                           ,2012,Oregon,1
OR,Umpqua Community College                                        ,2015,Oregon,1
FL,"Orlando, Florida                                                ",2016,Orlando,1
LA,New Orleans Police Shootings                                    ,1972,Orleans,1
LA,New Orleans Downtown Post Office                                ,1988,Orleans,1
LA,New Orleans gas station shoot-out                               ,2016,Orleans,1
CA,Oikos University                                                ,2012,Other,1
CA,Santa Monica College                                            ,2013,Other,1
CA,Los Angeles International Airport (LAX)                         ,2013,Other,1
CA,"Los Angeles, CA street shooting                                 ",2016,Other,1
DE,"Wilmington, DE robbery                                          ",2016,Other,1
GA,Atlanta Post Office                                             ,1985,Other,1
IL,Windy City Core Supply Warehouse                                ,2003,Other,1
IL,Club Maxey's                                                    ,2015,Other,1
KS,"Kansas City, Kansas                                             ",2016,Other,1
MA,"Chelsea, Massachusetts                                          ",2016,Other,1
MD,Tire-Slashing revenge escalation                                ,2016,Other,1
ME,"Oakland, Maine                                                  ",2015,Other,1
MI,Dearborn Post Office                                            ,1993,Other,1
MI,South Middle School Football Game                               ,2007,Other,1
MI,Detroit Strip Club Shootout                                     ,2016,Other,1
MO,Tyrone                                                          ,2015,Other,2
MS,Pearl High School                                               ,1997,Other,1
MS,Brookhaven                                                      ,2015,Other,1
NC,Boom Boom Room                                                  ,2015,Other,2
NE,Omaha                                                           ,2015,Other,1
NE,"Omaha, Nebraska                                                 ",2015,Other,1
NJ,Annual motorcycle event in Newark                               ,2015,Other,2
NM,Albuquerque Auto Shop                                           ,2014,Other,1
NY,New York Technical College                                      ,1986,Other,1
NY,Mohawk and Herkimer Villages in New York                        ,2013,Other,1
NY,Nightclub fight turns into shootout                             ,2016,Other,1
OH,Youngstown State University                                     ,2011,Other,1
PA,Duquesne University                                             ,2006,Other,1
SC,Oakland Elementary School                                       ,1988,Other,1
TX,Ianni's Club in Dallas                                          ,1984,Other,1
VA,"Chesapeake, Virginia                                            ",2016,Other,1
VA,"Richmond, Virginia                                              ",2016,Other,2
AK,Bethel Regional High School                                     ,1997,Others,1
AL,University of Alabama in Huntsville                             ,2010,Others,1
AL,University Heights Apartments in Auburn                         ,2012,Others,1
AL,Birmingham's Washington Park                                    ,2015,Others,1
AR,Westside Middle School                                          ,1998,Others,1
AZ,"Tucson, Arizona                                                 ",2011,Others,1
CA,Cal State Fullerton                                             ,1976,Others,1
CA,Los Angeles Computer Learning Center                            ,1976,Others,1
CA,49th Street Elementary School                                   ,1984,Others,1
CA,McDonald's restaurant in San Ysidro                             ,1984,Others,1
CA,Cleveland Elementary School                                     ,1989,Others,1
CA,Lindhurst High School                                           ,1992,Others,1
CA,Offices of Pettit & Martin in San Francisco                     ,1993,Others,1
CA,Dana Point Post Office                                          ,1993,Others,1
CA,Santana High School                                             ,2001,Others,1
CA,Santa Monica College                                            ,2013,Others,1
CA,"Perris, CA Mexican restaurant shooting                          ",2016,Others,1
CA,"Vallejo, CA car shooting                                        ",2016,Others,1
CO,Columbine High School                                           ,1999,Others,1
CO,Youth With A Mission and New Life Church                        ,2007,Others,2
CO,"Colorado Springs, Colorado                                      ",2015,Others,1
CT,Hartford Beer Distributors                                      ,2010,Others,1
CT,Sandy Hook Elementary School                                    ,2012,Others,1
FL,Palm Bay Shopping Centers                                       ,1987,Others,1
FL,Pinellas Park High School                                       ,1988,Others,1
FL,GMAC Loan Office                                                ,1990,Others,1
FL,Radisson Bay Harbor Inn                                         ,1999,Others,1
FL,"Plantation, Florida                                             ",2016,Others,1
FL,"Orlando, Florida                                                ",2016,Others,1
IL,Clara Barton Elementary School                                  ,1974,Others,1
IL,River Forest                                                    ,2015,Others,1
KS,"Hesston, Kansas                                                 ",2016,Others,1
KY,Heath High School                                               ,1997,Others,1
LA,"Grand 16 Theatre, Louisiana                                     ",2015,Others,1
MA,Simon's Rock College of Bard                                    ,1992,Others,1
MA,Massachusetts Abortion Clinic                                   ,1994,Others,1
MN,Red Lake High School                                            ,2005,Others,1
MN,Accent Signage Systems in Minneapolis                           ,2012,Others,1
MO,Kirkwood City Hall                                              ,2008,Others,1
MS,"Iuka, Mississippi                                               ",2016,Others,1
NC,Downtown Chapel Hill                                            ,1995,Others,1
NE,Omaha                                                           ,2015,Others,1
NV,Mojave High School Bus                                          ,2007,Others,1
NY,Immigration Services Center in Binghamton                       ,2009,Others,1
NY,Mohawk and Herkimer Villages in New York                        ,2013,Others,1
NY,Parking lot near Boys and Girls Club                            ,2015,Others,1
OH,Youngstown State University                                     ,2011,Others,1
OK,"Post office in Edmond, Oklahoma                                 ",1986,Others,1
OR,Thurston High School                                            ,1998,Others,1
PA,West Nickel Mines Amish School                                  ,2006,Others,1
PA,"Pittsburgh, Pennsylvania                                        ",2016,Others,1
SC,University of South Carolina                                    ,1979,Others,1
SC,Johnston Post Office                                            ,1983,Others,1
SC,R.E. Phelon Company                                             ,1997,Others,1
TX,University of Texas at Austin                                   ,1966,Others,1
TX,Wedgwood Baptist Church                                         ,1999,Others,1
TX,Homes in Desoto and Dallas                                      ,2013,Others,1
TX,Fort Hood                                                       ,2014,Others,1
TX,Killeen                                                         ,2015,Others,1
UT,Trolley Square                                                  ,2007,Others,1
VA,Appalachian School of Law                                       ,2002,Others,1
VT,Essex Elementary School                                         ,2006,Others,1
WA,Seattle Pacific University                                      ,2014,Others,1
WI,"Birchwood, Wisconsin                                            ",2004,Others,1
WI,Living Church of God                                            ,2005,Others,1
WI,Sikh Temple in Wisconsin                                        ,2012,Others,1
WI,Azana Spa in Brookfield                                         ,2012,Others,1
AL,University of Alabama in Huntsville                             ,2010,Out,1
AL,Birmingham's Washington Park                                    ,2015,Out,2
AZ,Rose-Mar College of Beauty                                      ,1966,Out,1
AZ,University of Arizona College of Nursing                        ,2002,Out,1
AZ,"Glendale, AZ House Party shooting                               ",2016,Out,1
CA,Cedarville Rancheria Tribe                                      ,2014,Out,1
CT,Hartford Beer Distributors                                      ,2010,Out,1
FL,Miami Gardens                                                   ,2015,Out,2
FL,Daytona Beach                                                   ,2015,Out,1
FL,"Tampa, FL Strip club shooting                                   ",2016,Out,1
FL,Florida Family celebration ends in shooting                     ,2016,Out,1
IL,Windy City Core Supply Warehouse                                ,2003,Out,1
KS,Wichita Nightclub shooting                                      ,2016,Out,1
KY,Atlantis Plastics                                               ,2008,Out,1
LA,New Orleans gas station shoot-out                               ,2016,Out,1
MN,"Minneapolis, Minnesota                                          ",2015,Out,1
MS,Brookhaven                                                      ,2015,Out,1
MS,"Iuka, Mississippi                                               ",2016,Out,1
NJ,"Trenton, NJ sidewalk shooting                                   ",2016,Out,1
NV,Mojave High School Bus                                          ,2007,Out,1
NV,Carson City IHOP                                                ,2011,Out,1
NY,Nightclub fight turns into shootout                             ,2016,Out,1
OH,Youngstown State University                                     ,2011,Out,1
OH,Chardon High School                                             ,2012,Out,1
PA,Ross Township Supervisor Council Meeting                        ,2013,Out,1
TN,"Memphis, TN gas station shooting                                ",2016,Out,1
TN,"Roadside in Memphis, Tennessee                                  ",2016,Out,2
TX,Palo Duro High School                                           ,1992,Out,2
TX,Homes in Desoto and Dallas                                      ,2013,Out,1
UT,Trolley Square                                                  ,2007,Out,1
WA,Parkland Coffee Shop                                            ,2009,Out,1
WA,Pinewood Village Apartments                                     ,2013,Out,1
WA,Marysville-Pilchuck High School                                 ,2014,Out,1
WA,"Belfair, Washington                                             ",2016,Out,1
WA,"Belfair, WA Family murder-suicide                               ",2016,Out,1
VA,Virginia WDBJ live TV interview shooting                        ,2015,Outdoor,1
CA,"Vallejo, CA car shooting                                        ",2016,Outright,1
AL,University of Alabama in Huntsville                             ,2010,Outside,1
AZ,Mesa                                                            ,2015,Outside,1
CA,Grover Cleveland Elementary School                              ,1979,Outside,1
CA,San Francisco Tenderloin                                        ,2014,Outside,1
CA,Los Angeles Drive-by                                            ,2016,Outside,1
FL,Florida Hookah Bar Shooting                                     ,2016,Outside,1
GA,Atlanta Nightclub shooting                                      ,2016,Outside,1
KS,Wichita Nightclub shooting                                      ,2016,Outside,1
MI,Michigan school shooting                                        ,2016,Outside,1
MI,Detroit Strip Club Shootout                                     ,2016,Outside,1
MS,"Iuka, Mississippi                                               ",2016,Outside,1
NC,Downtown Chapel Hill                                            ,1995,Outside,1
NC,Orange High School                                              ,2006,Outside,2
NE,Omaha                                                           ,2015,Outside,1
NJ,"Trenton, NJ sidewalk shooting                                   ",2016,Outside,1
NY,Parking lot near Boys and Girls Club                            ,2015,Outside,1
NY,Nightclub fight turns into shootout                             ,2016,Outside,1
OH,Chardon High School                                             ,2012,Outside,1
OR,Clackamas Town Center                                           ,2012,Outside,1
WA,Fairchild Air Force Base Hospital                               ,1994,Outside,1
WA,"Belfair, Washington                                             ",2016,Outside,1
WA,"Belfair, WA Family murder-suicide                               ",2016,Outside,1
CA,Salon Meritage                                                  ,2011,Over,2
FL,Spring Break Party shooting                                     ,2016,Over,1
GA,Heritage High School                                            ,1999,Over,1
GA,Offices of All-Tech Investment Group and Momentum Securities    ,1999,Over,1
KS,"Hesston, Kansas                                                 ",2016,Over,1
MD,Tire-Slashing revenge escalation                                ,2016,Over,1
MI,Kalamazoo Uber Driver Spree Killing                             ,2016,Over,1
OH,Youngstown State University                                     ,2011,Over,1
WI,"Birchwood, Wisconsin                                            ",2004,Over,1
PA,"Pennsburg, Souderton, Lansdale, Harleysville                    ",2014,Overdose,1
AR,Westside Middle School                                          ,1998,Overlooking,1
AZ,Northern Arizona University at Flagstaff Campus                 ,2015,Overnight,1
AZ,Phoenix                                                         ,2015,Own,1
CA,Orange Glenn Post Office                                        ,1989,Own,1
CO,Youth With A Mission and New Life Church                        ,2007,Own,1
KY,Standard Gravure Corporation                                    ,1989,Own,1
NC,Orange High School                                              ,2006,Own,1
OH,Cleveland                                                       ,2015,Own,1
PA,West Nickel Mines Amish School                                  ,2006,Own,1
GA,Su Jung Health Sauna                                            ,2012,Owned,1
NM,"Albuquerque, NM Family restaurant shooting                      ",2016,Owned,1
MS,Brookhaven                                                      ,2015,Owner,1
TX,Walter Rossler Company                                          ,1995,Owner,1
MS,Brookhaven                                                      ,2015,Owners,1
WA,Seattle Pacific University                                      ,2014,Pacific,1
GA,Kennesaw FedEx                                                  ,2014,Package,1
FL,"Plantation, Florida                                             ",2016,Packed,1
KY,Heath High School                                               ,1997,Paducah,1
GA,Su Jung Health Sauna                                            ,2012,Paek,1
FL,Palm Bay Shopping Centers                                       ,1987,Palm,1
OH,Damageplan show at the Alrosa Villa Nightclub                   ,2004,Pantera,1
CT,Hartford Beer Distributors                                      ,2010,Papers,1
IA,University of Iowa                                              ,1991,Paralyzing,1
HI,Xerox Office Building                                           ,1999,Paranoid,1
KY,Heath High School                                               ,1997,Paranoid,1
AZ,Wat Promkunaram Buddhist Temple                                 ,1991,Paraphernalia,1
CA,"Ladera Ranch, Santa Ana, Tustin and Orange                      ",2013,Parent,1
CO,"Colorado Springs, Colorado                                      ",2015,Parenthood,1
MA,Massachusetts Abortion Clinic                                   ,1994,Parenthood,1
AZ,Arizona Family Murder                                           ,2016,Parents,1
CA,"Ladera Ranch, Santa Ana, Tustin and Orange                      ",2013,Parents,3
GA,Conyers                                                         ,2015,Parents,1
ID,Moscow                                                          ,2015,Parents,1
KY,"Residence in Union, Kentucky                                    ",1994,Parents,1
OR,Thurston High School                                            ,1998,Parents,1
TX,"Houston, Texas                                                  ",2015,Parents,1
FL,Fort Lauderdale City Parks Office                               ,1996,Park,1
IL,Navistar International                                          ,2001,Park,1
IL,Chicago Rap video Shootout                                      ,2016,Park,1
NC,Tarboro                                                         ,2015,Park,1
PA,Parker Middle School Dance                                      ,1998,Park,1
WI,Fox Cities Trestle Trail bridge over Little Lake Butte des Morts,2015,Park,1
AZ,"Tucson, Arizona                                                 ",2011,Parking,2
CA,Electromagnetic Systems Laboratory (ESL)                        ,1988,Parking,1
CA,Cleveland Elementary School                                     ,1989,Parking,1
CA,Salon Meritage                                                  ,2011,Parking,1
CA,Los Angeles Police Department                                   ,2013,Parking,1
CA,Riverside restaurant shooting                                   ,2016,Parking,1
FL,Florida Hookah Bar Shooting                                     ,2016,Parking,1
NC,Chapel Hill                                                     ,2015,Parking,1
SC,R.E. Phelon Company                                             ,1997,Parking,1
WA,Pinewood Village Apartments                                     ,2013,Parking,1
CA,"Ladera Ranch, Santa Ana, Tustin and Orange                      ",2013,Part,1
MI,Michigan school shooting                                        ,2016,Part,1
VA,"Richmond, Virginia                                              ",2016,Participating,1
NC,Downtown Chapel Hill                                            ,1995,Particular,1
IL,Village of Manchester in Illinois                               ,2013,Partner,1
TX,Ianni's Club in Dallas                                          ,1984,Partner,1
IL,Comet Auto Parts and Montefiore School                          ,1988,Parts,1
MI,"Kalamazoo, Michigan                                             ",2016,Parts,1
AL,University Heights Apartments in Auburn                         ,2012,Party,1
AZ,"Glendale, AZ House Party shooting                               ",2016,Party,1
CA,"San Bernardino, California                                      ",2015,Party,3
FL,Miami Gardens                                                   ,2015,Party,1
FL,Daytona Beach                                                   ,2015,Party,2
FL,Panama City Beach                                               ,2015,Party,1
FL,"Plantation, Florida                                             ",2016,Party,1
FL,Spring Break Party shooting                                     ,2016,Party,1
FL,Florida Family celebration ends in shooting                     ,2016,Party,1
IL,Chicago Birthday Party Bus Shooting                             ,2016,Party,2
MA,"Chelsea, Massachusetts                                          ",2016,Party,2
MA,"Chelsea, MA empty apartment party shooting                      ",2016,Party,1
MD,Tire-Slashing revenge escalation                                ,2016,Party,1
NE,Omaha                                                           ,2015,Party,1
NM,"Albuquerque, NM House party shooting                            ",2016,Party,2
NY,McAvan's Pub                                                    ,2015,Party,1
OH,Youngstown State University                                     ,2011,Party,2
SC,University of South Carolina                                    ,1979,Party,1
TN,Memphis                                                         ,2015,Party,2
VA,"Gloucester County, VA, House Party                              ",2016,Party,2
WA,"Party in Capitol Hill, Seattle                                  ",2006,Party,1
WI,"Apartment in Crandon, Wisconsin                                 ",2007,Party,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Passcode,1
CA,Los Angeles International Airport (LAX)                         ,2013,Passenger,1
MI,"Kalamazoo, Michigan                                             ",2016,Passengers,1
MI,Detroit Drive-by                                                ,2016,Passengers,1
NY,Long Island Rail Road Commuter Train                            ,1993,Passengers,1
TN,Memphis                                                         ,2015,Passengers,1
AL,"Geneva County, Alabama                                          ",2009,Passers,1
NC,Downtown Chapel Hill                                            ,1995,Passersby,1
IL,Navistar International                                          ,2001,Past,1
NM,South Valley Residence                                          ,2013,Pastor,1
SC,Mother Emanuel AME Church                                       ,2015,Pastor,1
GA,Conyers                                                         ,2015,Path,1
WA,Fairchild Air Force Base Hospital                               ,1994,Patients,1
TX,Ianni's Club in Dallas                                          ,1984,Patrons,1
NY,Schuyler County Office Building                                 ,1992,Payments,1
MS,Pearl High School                                               ,1997,Pearl,2
CO,Columbine High School                                           ,1999,Peers,1
MA,"Chelsea, Massachusetts                                          ",2016,Pened,1
PA,Parker Middle School Dance                                      ,1998,Pennsylvania,1
PA,West Nickel Mines Amish School                                  ,2006,Pennsylvania,1
PA,Ross Township Supervisor Council Meeting                        ,2013,Pennsylvania,1
AL,University Heights Apartments in Auburn                         ,2012,People,1
AL,Ensley Birmingham                                               ,2012,People,1
AL,Cottonwood                                                      ,2015,People,1
AZ,"Tucson, Arizona                                                 ",2011,People,1
AZ,Phoenix Law Firm                                                ,2013,People,1
CA,Cal State Fullerton                                             ,1976,People,1
CA,49th Street Elementary School                                   ,1984,People,1
CA,McDonald's restaurant in San Ysidro                             ,1984,People,1
CA,Salon Meritage                                                  ,2011,People,1
CA,Oikos University                                                ,2012,People,1
CA,Santa Monica College                                            ,2013,People,1
CA,Los Angeles International Airport (LAX)                         ,2013,People,1
CA,San Francisco Tenderloin                                        ,2014,People,1
CA,"San Bernardino, California                                      ",2015,People,2
CA,Riverside restaurant shooting                                   ,2016,People,1
CA,Los Angeles Drive-by                                            ,2016,People,1
CO,Movie Theater in Aurora                                         ,2012,People,1
CO,"Colorado Springs, Colorado                                      ",2015,People,2
DE,"Wilmington, DE robbery                                          ",2016,People,2
FL,The Spot Nightclub                                              ,2012,People,1
FL,Florida State University                                        ,2014,People,2
FL,Miami Gardens                                                   ,2015,People,1
FL,Daytona Beach                                                   ,2015,People,1
FL,Panama City Beach                                               ,2015,People,1
FL,"Plantation, Florida                                             ",2016,People,1
FL,Spring Break Party shooting                                     ,2016,People,1
FL,Florida Family celebration ends in shooting                     ,2016,People,1
FL,"Orlando, Florida                                                ",2016,People,1
FL,"Residence in Lakeland, Florida                                  ",2016,People,1
GA,Hill Haven Event Center (Formerly Club CJ's)                    ,2015,People,1
GA,Rome                                                            ,2015,People,1
GA,"Roswell, GA Hookah shootout                                     ",2016,People,1
GA,Atlanta Nightclub shooting                                      ,2016,People,2
IL,River Forest                                                    ,2015,People,1
IL,Club Maxey's                                                    ,2015,People,1
IN,Indianapolis                                                    ,2015,People,1
KS,"Hesston, Kansas                                                 ",2016,People,1
KS,Wichita Nightclub shooting                                      ,2016,People,1
KS,Kansas City Home Invasion                                       ,2016,People,1
KS,"Kansas City, Kansas                                             ",2016,People,2
LA,New Orleans Police Shootings                                    ,1972,People,1
LA,"Grand 16 Theatre, Louisiana                                     ",2015,People,1
LA,New Orleans gas station shoot-out                               ,2016,People,1
LA,"Lafayette, LA drive by                                          ",2016,People,1
MA,Massachusetts Abortion Clinic                                   ,1994,People,1
MA,"Chelsea, Massachusetts                                          ",2016,People,1
MA,"Chelsea, MA empty apartment party shooting                      ",2016,People,1
MD,"Forestville, Maryland Drive-by                                  ",2016,People,1
MI,"Kalamazoo, Michigan                                             ",2016,People,1
MI,Kalamazoo Uber Driver Spree Killing                             ,2016,People,1
MI,Detroit Strip Club Shootout                                     ,2016,People,1
MN,Accent Signage Systems in Minneapolis                           ,2012,People,1
MO,"Ferguson, MO Drive by                                           ",2016,People,2
NC,Luigi's Restaurant in Fayetteville                              ,1993,People,1
NC,Pinelake Health and Rehab nursing home                          ,2009,People,1
NC,Chapel Hill                                                     ,2015,People,1
NC,"Louisburg, North Carolina                                       ",2016,People,1
NJ,Annual motorcycle event in Newark                               ,2015,People,2
NV,Carson City IHOP                                                ,2011,People,1
NY,Olean High School                                               ,1974,People,1
NY,New York Technical College                                      ,1986,People,1
NY,Immigration Services Center in Binghamton                       ,2009,People,1
NY,Mohawk and Herkimer Villages in New York                        ,2013,People,2
NY,Gates Pub                                                       ,2015,People,1
NY,McAvan's Pub                                                    ,2015,People,1
NY,Parking lot near Boys and Girls Club                            ,2015,People,1
NY,Nightclub fight turns into shootout                             ,2016,People,1
OR,Clackamas Town Center                                           ,2012,People,1
OR,Umpqua Community College                                        ,2015,People,3
PA,Ross Township Supervisor Council Meeting                        ,2013,People,1
PA,Wilkinsburg BBQ cookout shootout                                ,2016,People,1
PA,"Pittsburgh, Pennsylvania                                        ",2016,People,1
SC,Mother Emanuel AME Church                                       ,2015,People,1
TN,Memphis                                                         ,2015,People,2
TN,"Amnicola Training Center, Chattanooga                           ",2015,People,1
TN,"Memphis, TN gas station shooting                                ",2016,People,1
TX,University of Texas at Austin                                   ,1966,People,1
TX,"Luby's Cafeteria in Killeen, Texas                              ",1991,People,1
TX,Fort Hood Army Base                                             ,2009,People,1
TX,Homes in Desoto and Dallas                                      ,2013,People,1
TX,"Tennessee Colony, Texas                                         ",2015,People,1
TX,Killeen                                                         ,2015,People,1
TX,Houston Drive-by                                                ,2016,People,3
UT,Weber State University                                          ,1993,People,1
VA,"Gloucester County, VA, House Party                              ",2016,People,2
VT,Essex Elementary School                                         ,2006,People,1
WA,St. Aloysius Church                                             ,1971,People,1
WA,Wah Mee Club in Seattle                                         ,1983,People,1
WA,"Party in Capitol Hill, Seattle                                  ",2006,People,1
WA,Cafe in Seattle                                                 ,2012,People,1
WI,Sikh Temple in Wisconsin                                        ,2012,People,1
WI,Fox Cities Trestle Trail bridge over Little Lake Butte des Morts,2015,People,1
WI,Milwaukee                                                       ,2015,People,3
CA,McDonald's restaurant in San Ysidro                             ,1984,Perched,1
NC,Downtown Chapel Hill                                            ,1995,Permitted,1
UT,Weber State University                                          ,1993,Perpetrator,1
AL,Cottonwood                                                      ,2015,Person,1
AZ,Phoenix Law Firm                                                ,2013,Person,1
AZ,Northern Arizona University at Flagstaff Campus                 ,2015,Person,1
CA,Salon Meritage                                                  ,2011,Person,1
CA,Cedarville Rancheria Tribe                                      ,2014,Person,1
CA,"Perris, CA Mexican restaurant shooting                          ",2016,Person,1
CA,"Vallejo, CA car shooting                                        ",2016,Person,1
FL,"Tampa, FL Strip club shooting                                   ",2016,Person,1
ID,Moscow                                                          ,2015,Person,1
OR,Clackamas Town Center                                           ,2012,Person,1
TX,Ianni's Club in Dallas                                          ,1984,Person,1
FL,Pinellas Park High School                                       ,1988,Personnel,1
TX,Fort Hood                                                       ,2014,Personnel,1
CA,Offices of Pettit & Martin in San Francisco                     ,1993,Pettit,1
SC,R.E. Phelon Company                                             ,1997,Phelon,1
AZ,South Mountain Community College                                ,2008,Phoenix,1
AZ,Phoenix Law Firm                                                ,2013,Phoenix,1
AZ,Arizona Family Murder                                           ,2016,Phoenix,1
CA,Salon Meritage                                                  ,2011,Phone,1
WA,"Belfair, Washington                                             ",2016,Phoned,1
AL,Southern Union State Community College                          ,2011,Photographer,1
WY,Central Middle School                                           ,1993,Physical,1
FL,Pinellas Park High School                                       ,1988,Physically,1
MI,"Kalamazoo, Michigan                                             ",2016,Picked,1
WA,Marysville-Pilchuck High School                                 ,2014,Pilchuck,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Pinelake,1
NM,Little Water                                                    ,2015,Pistol,1
TX,Ianni's Club in Dallas                                          ,1984,Pistol,1
CT,Hartford Beer Distributors                                      ,2010,Place,1
FL,Radisson Bay Harbor Inn                                         ,1999,Place,1
GA,Kennesaw FedEx                                                  ,2014,Place,1
KS,Wichita Nightclub shooting                                      ,2016,Place,1
NY,McAvan's Pub                                                    ,2015,Place,1
AL,Birmingham's Washington Park                                    ,2015,Planned,1
CA,San Diego State University                                      ,1996,Planned,1
CO,"Colorado Springs, Colorado                                      ",2015,Planned,1
MA,Massachusetts Abortion Clinic                                   ,1994,Planned,1
NV,Mojave High School Bus                                          ,2007,Planned,1
CO,Columbine High School                                           ,1999,Planning,1
NM,South Valley Residence                                          ,2013,Planning,1
NY,Olean High School                                               ,1974,Plans,1
SC,R.E. Phelon Company                                             ,1997,Plant,1
KY,Atlantis Plastics                                               ,2008,Plastics,1
PA,Duquesne University                                             ,2006,Player,1
AL,University Heights Apartments in Auburn                         ,2012,Players,1
PA,Duquesne University                                             ,2006,Players,3
AL,Ensley Birmingham                                               ,2012,Playing,1
FL,"Inglis, Florida                                                 ",2015,Playing,1
MA,Edgewater Technology                                            ,2000,Plea,1
GA,Conyers                                                         ,2015,Pm,1
PA,Parker Middle School Dance                                      ,1998,Pocket,1
CA,Dana Point Post Office                                          ,1993,Point,1
NY,McAvan's Pub                                                    ,2015,Point,1
AL,"Geneva County, Alabama                                          ",2009,Police,1
AL,Southern Union State Community College                          ,2011,Police,1
AL,Alabama highway random shooting                                 ,2016,Police,1
AZ,"Tucson, Arizona                                                 ",2011,Police,1
AZ,"Glendale, Arizona                                               ",2016,Police,1
AZ,Arizona Family Murder                                           ,2016,Police,2
CA,Grover Cleveland Elementary School                              ,1979,Police,1
CA,Caltrans Maintenance Yard                                       ,1997,Police,2
CA,Riverside City Hall                                             ,1998,Police,2
CA,"Ladera Ranch, Santa Ana, Tustin and Orange                      ",2013,Police,1
CA,Los Angeles Police Department                                   ,2013,Police,4
CA,Santa Monica College                                            ,2013,Police,1
CA,Isla Vista                                                      ,2014,Police,1
CA,"San Bernardino, California                                      ",2015,Police,1
CA,"Los Angeles, CA street shooting                                 ",2016,Police,1
CO,Youth With A Mission and New Life Church                        ,2007,Police,1
CO,Movie Theater in Aurora                                         ,2012,Police,2
CO,Colorado Springs                                                ,2015,Police,1
FL,Palm Bay Shopping Centers                                       ,1987,Police,1
FL,Hialeah Apartments                                              ,2013,Police,1
FL,Florida State University                                        ,2014,Police,2
GA,Offices of All-Tech Investment Group and Momentum Securities    ,1999,Police,1
GA,Su Jung Health Sauna                                            ,2012,Police,1
GA,Clarkesville                                                    ,2015,Police,1
GA,Rome                                                            ,2015,Police,1
GA,LaGrange                                                        ,2015,Police,1
IL,Comet Auto Parts and Montefiore School                          ,1988,Police,1
IL,Windy City Core Supply Warehouse                                ,2003,Police,1
IL,Village of Manchester in Illinois                               ,2013,Police,2
IL,River Forest                                                    ,2015,Police,1
KS,"Hesston, Kansas                                                 ",2016,Police,1
KY,"Residence in Union, Kentucky                                    ",1994,Police,1
LA,New Orleans Police Shootings                                    ,1972,Police,1
LA,New Orleans Downtown Post Office                                ,1988,Police,1
MA,Simon's Rock College of Bard                                    ,1992,Police,1
MD,"Forestville, Maryland Drive-by                                  ",2016,Police,1
MI,Residences in Grand Rapids                                      ,2011,Police,1
MI,Michigan school shooting                                        ,2016,Police,2
MO,Kirkwood City Hall                                              ,2008,Police,2
MO,Tyrone                                                          ,2015,Police,1
NC,Luigi's Restaurant in Fayetteville                              ,1993,Police,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Police,1
NC,Tarboro                                                         ,2015,Police,1
NE,"Omaha, Nebraska                                                 ",2015,Police,1
NJ,Ridgewood Post Office                                           ,1991,Police,1
NM,Little Water                                                    ,2015,Police,2
NV,Mojave High School Bus                                          ,2007,Police,1
NV,Carson City IHOP                                                ,2011,Police,1
NV,Nellis Plaza                                                    ,2014,Police,2
NY,Olean High School                                               ,1974,Police,1
NY,New York Technical College                                      ,1986,Police,1
NY,Mohawk and Herkimer Villages in New York                        ,2013,Police,1
OH,Wickliffe Middle School                                         ,1994,Police,2
OH,Damageplan show at the Alrosa Villa Nightclub                   ,2004,Police,1
OH,"Columbus, Ohio                                                  ",2015,Police,1
OK,Oklahoma City Residence                                         ,2013,Police,1
OK,Tulsa                                                           ,2015,Police,1
OR,Umpqua Community College                                        ,2015,Police,1
PA,West Nickel Mines Amish School                                  ,2006,Police,1
