"name","state_abbr","Year","population","violent_crime","homicide","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","mass_shootings"
Kansas        ,KS,1987           ,2476000,8932,110,2032,5982,112488,28177,78043,6268,0
Kansas        ,KS,1988           ,2487000,9083,85,2136,6083,112280,29321,76927,6032,0
Kansas        ,KS,1989           ,2513000,10073,138,2508,6510,115146,29871,77802,7473,0
Kansas        ,KS,1990           ,2477574,11093,98,2914,7079,117571,28901,80361,8309,0
Kansas        ,KS,1991           ,2495000,12465,153,3453,7741,125616,32601,84258,8757,0
Kansas        ,KS,1992           ,2523000,12888,151,3277,8418,121334,32639,80526,8169,0
Kansas        ,KS,1993           ,2531000,12564,161,3128,8259,113360,28655,76538,8167,0
Kansas        ,KS,1994           ,2554000,11314,170,2940,7149,112477,28635,75459,8383,0
Kansas        ,KS,1995           ,2565000,10792,159,2775,6920,114558,27404,78855,8299,0
Kansas        ,KS,1996           ,2572000,10642,170,2476,6900,109772,25239,78145,6388,0
Kansas        ,KS,1997           ,2595000,11151,150,2535,7287,122553,24292,91823,6438,0
Kansas        ,KS,1998           ,2629000,10972,173,2287,7384,117114,24984,85329,6801,0
Kansas        ,KS,1999           ,2654052,10159,160,2047,6887,107644,21874,79722,6048,0
Kansas        ,KS,2000           ,2688418,10470,169,2048,7231,108057,21484,80077,6496,0
Kansas        ,KS,2001           ,2702125,10909,92,2423,7449,105537,20514,77038,7985,0
Kansas        ,KS,2002           ,2711769,10229,78,2165,6951,100768,19679,73877,7212,0
Kansas        ,KS,2003           ,2724786,10831,125,2247,7374,109276,21973,79471,7832,0
Kansas        ,KS,2004           ,2733697,10330,122,1812,7254,109771,20146,81115,8510,0
Kansas        ,KS,2005           ,2748172,10701,101,1795,7707,104588,19028,76222,9338,0
Kansas        ,KS,2006           ,2764075,11960,125,1878,8678,104260,20086,75450,8724,0
Kansas        ,KS,2007           ,2775997,12730,106,2022,9315,102961,20461,73900,8600,0
Kansas        ,KS,2008           ,2802134,11554,113,1681,8534,94882,19651,67826,7405,0
Kansas        ,KS,2009           ,2818747,11460,125,1786,8370,90930,19473,65499,5958,0
Kansas        ,KS,2010           ,2859143,10602,97,1538,7821,89109,19315,63774,6020,0
Kansas        ,KS,2011           ,2870386,10209,111,1448,7528,88655,18712,63259,6684,0
Kansas        ,KS,2012           ,2885398,10292,85,1493,7609,91066,18874,65413,6779,0
Kansas        ,KS,2013           ,2895801,9928,117,1339,7177,85704,17476,61557,6671,0
Kansas        ,KS,2014           ,2902507,10235,92,1361,7299,80029,15921,57169,6939,0
Kansas        ,KS,2015           ,2906721,11483,126,1823,7850,80059,15619,57435,7005,0
Kansas        ,KS,2016           ,2907731,11665,132,1757,8158,82293,14759,60119,7415,4
Kentucky      ,KY,1979           ,3527000,8748,335,3247,4447,103548,32082,62431,9035,0
Kentucky      ,KY,1980           ,3641479,9711,321,3468,5224,115328,37901,68296,9131,0
Kentucky      ,KY,1981           ,3661000,10599,308,3687,5838,118690,38893,71194,8603,0
Kentucky      ,KY,1982           ,3667000,11550,355,3568,6893,119304,37736,73020,8548,0
Kentucky      ,KY,1983           ,3714000,11967,364,3236,7550,115602,36286,71322,7994,0
Kentucky      ,KY,1984           ,3723000,10342,244,2631,6641,99803,29234,63860,6709,0
Kentucky      ,KY,1985           ,3726000,11384,256,2821,7501,98428,28739,62491,7198,0
Kentucky      ,KY,1986           ,3728000,12467,248,3076,8283,102810,30725,64882,7203,0
Kentucky      ,KY,1987           ,3727000,12589,280,3361,8167,109284,31571,70532,7181,0
Kentucky      ,KY,1988           ,3721000,12284,229,2764,8456,104362,30747,66711,6904,0
Kentucky      ,KY,1989           ,3727000,13302,293,2836,9256,110328,30526,71611,8191,1
Kentucky      ,KY,1990           ,3685296,14386,264,2545,10509,107208,28264,71594,7350,0
Kentucky      ,KY,1991           ,3713000,16262,253,3084,11610,108430,29576,70885,7969,0
Kentucky      ,KY,1992           ,3755000,20107,216,3273,15409,104692,27378,69186,8128,0
Kentucky      ,KY,1993           ,3789000,17530,249,3425,12555,105979,28041,69745,8193,0
Kentucky      ,KY,1994           ,3827000,16991,244,3595,11802,110725,28718,73449,8558,1
Kentucky      ,KY,1995           ,3860000,14079,276,4001,8571,115298,28389,76906,10003,0
Kentucky      ,KY,1996           ,3884000,12448,228,3643,7347,110531,26736,73653,10142,0
Kentucky      ,KY,1997           ,3908000,12386,228,3546,7308,109819,26638,73487,9694,1
Kentucky      ,KY,1998           ,3936000,12909,237,3468,8097,109721,27998,71971,9752,0
Kentucky      ,KY,1999           ,3960825,12212,203,3104,7757,104768,25180,70719,8869,0
Kentucky      ,KY,2000           ,4041769,11903,193,3256,7363,107723,25308,73141,9274,0
Kentucky      ,KY,2001           ,4068816,10510,181,3269,6009,107356,26964,71448,8944,0
Kentucky      ,KY,2002           ,4089822,11101,191,3131,6692,108590,26891,72378,9321,0
Kentucky      ,KY,2003           ,4118189,10232,181,3224,5703,103370,26034,69083,8253,0
Kentucky      ,KY,2004           ,4141835,10152,236,3268,5410,105209,25902,70535,8772,0
Kentucky      ,KY,2005           ,4172608,11134,190,3690,5833,105608,26458,70354,8796,0
Kentucky      ,KY,2006           ,4206074,11361,173,3850,6026,109428,27867,72197,9364,0
Kentucky      ,KY,2007           ,4241474,12329,206,4068,6690,107987,27820,71489,8678,0
Kentucky      ,KY,2008           ,4269245,12690,201,4080,6952,114492,29556,77279,7657,1
Kentucky      ,KY,2009           ,4314113,11000,184,3642,5643,108914,29880,72938,6096,0
Kentucky      ,KY,2010           ,4347223,10604,188,3748,5230,111170,30443,74488,6239,0
Kentucky      ,KY,2011           ,4366814,10465,151,3705,5110,119037,32750,79586,6701,0
Kentucky      ,KY,2012           ,4379730,9852,201,3547,4792,112800,29877,76199,6724,0
Kentucky      ,KY,2013           ,4399583,9280,172,3247,4215,104448,26331,72048,6069,0
Kentucky      ,KY,2014           ,4412617,9495,164,3343,4432,99909,23426,70108,6375,0
Kentucky      ,KY,2015           ,4424611,9887,219,3314,4710,97545,22526,67143,7876,0
Kentucky      ,KY,2016           ,4436113,10452,265,3371,5068,97713,20932,66833,9948,2
Louisiana     ,LA,1979           ,4026000,27229,682,8832,16161,188514,56237,115856,16421,0
Louisiana     ,LA,1980           ,4199542,27926,661,8271,17127,201106,63997,121298,15811,0
Louisiana     ,LA,1981           ,4305000,27478,673,8698,16325,199295,61756,121955,15584,0
Louisiana     ,LA,1982           ,4362000,29185,698,9275,17472,202489,62151,125701,14637,0
Louisiana     ,LA,1983           ,4438000,28444,629,8433,17612,194636,57359,123492,13785,0
Louisiana     ,LA,1984           ,4462000,30251,575,8501,19311,197778,54711,129348,13719,0
Louisiana     ,LA,1985           ,4481000,31108,487,8526,20313,218195,59326,141739,17130,0
Louisiana     ,LA,1986           ,4501000,34128,575,10071,21676,239444,65751,153818,19875,0
Louisiana     ,LA,1987           ,4461000,30916,496,7987,20833,231090,64441,148247,18402,0
Louisiana     ,LA,1988           ,4420000,31711,512,9238,20259,222913,63843,139141,19929,1
Louisiana     ,LA,1989           ,4382000,34257,653,10397,21532,239235,64184,152209,22842,0
Louisiana     ,LA,1990           ,4219973,37914,724,11387,24022,235822,60677,149752,25393,0
Louisiana     ,LA,1991           ,4252000,40438,720,11860,26120,232732,60017,148334,24381,0
Louisiana     ,LA,1992           ,4287000,42209,747,11636,28013,238438,58574,152938,26926,0
Louisiana     ,LA,1993           ,4295000,45600,874,12182,30727,248461,58768,163334,26359,0
Louisiana     ,LA,1994           ,4315000,42369,856,11530,28060,245488,55188,164081,26219,0
Louisiana     ,LA,1995           ,4342000,43741,740,11662,29484,246132,53481,166667,25984,0
Louisiana     ,LA,1996           ,4351000,40426,762,12036,25823,257130,56379,173271,27480,0
Louisiana     ,LA,1997           ,4352000,37248,682,10407,24360,243423,53935,163114,26374,0
Louisiana     ,LA,1998           ,4369000,34057,560,8651,23237,232378,51210,157507,23661,0
Louisiana     ,LA,1999           ,4372035,32033,468,7591,22526,219219,47775,149749,21695,0
Louisiana     ,LA,2000           ,4468976,30440,560,7532,20851,211904,46289,144345,21270,0
Louisiana     ,LA,2001           ,4470368,30678,501,7864,20910,207693,46451,139555,21687,0
Louisiana     ,LA,2002           ,4476192,29690,593,7123,20445,198838,45350,133302,20186,0
Louisiana     ,LA,2003           ,4493665,28622,584,7008,19429,193698,44572,129471,19655,0
Louisiana     ,LA,2004           ,4506685,28844,574,6564,20090,199153,45359,134080,19714,0
Louisiana     ,LA,2005           ,4507331,26889,450,5337,19681,166611,39382,112840,14389,0
Louisiana     ,LA,2006           ,4287768,30923,555,5928,22853,174975,46703,112605,15667,0
Louisiana     ,LA,2007           ,4293204,31789,625,6316,23421,180516,46932,118291,15293,0
Louisiana     ,LA,2008           ,4410796,29613,544,6241,21578,171179,45524,112091,13564,0
Louisiana     ,LA,2009           ,4492076,28878,529,6150,20848,172619,46928,114102,11589,0
Louisiana     ,LA,2010           ,4545343,25241,500,5297,18214,165667,45437,110260,9970,0
Louisiana     ,LA,2011           ,4574766,25373,506,5235,18370,168529,46242,113174,9113,0
Louisiana     ,LA,2012           ,4602134,22839,489,5458,15737,162673,42037,112764,7872,0
Louisiana     ,LA,2013           ,4629284,24127,494,5539,16331,165679,41214,115300,9165,0
Louisiana     ,LA,2014           ,4648990,23983,476,5725,16400,161192,38541,113251,9400,1
Louisiana     ,LA,2015           ,4668960,25202,492,5561,17416,157708,35457,112520,9731,1
Louisiana     ,LA,2016           ,4686157,26477,555,5575,18528,154511,34689,109492,10330,2
Massachusetts ,MA,1979           ,5769000,30650,212,11724,17286,310756,92570,152135,66051,0
Massachusetts ,MA,1980           ,5728288,34444,232,13492,19158,313787,99697,153849,60241,0
Massachusetts ,MA,1981           ,5770000,36273,210,15633,18850,300428,95080,147691,57657,0
Massachusetts ,MA,1982           ,5781000,33031,219,12359,18989,285140,82212,146933,55995,0
Massachusetts ,MA,1983           ,5767000,33264,203,12023,19543,255707,72291,133883,49533,0
Massachusetts ,MA,1984           ,5798000,30362,211,10122,18402,235675,63756,123214,48705,0
Massachusetts ,MA,1985           ,5822000,31334,202,10974,18424,245665,65231,130088,50346,0
Massachusetts ,MA,1986           ,5832000,32476,208,11239,19298,242989,62455,127668,52866,0
Massachusetts ,MA,1987           ,5855000,33060,173,10379,20640,244105,62056,127939,54110,0
Massachusetts ,MA,1988           ,5871000,36376,208,10352,23940,256639,62307,141933,52399,0
Massachusetts ,MA,1989           ,5913000,39912,254,11980,25797,263780,63004,146925,53851,0
Massachusetts ,MA,1990           ,6016425,44300,243,13062,28965,274442,66942,151933,55567,0
Massachusetts ,MA,1991           ,5996000,44138,249,11669,30294,274990,69977,149930,55083,0
Massachusetts ,MA,1992           ,5998000,46727,214,11059,33288,253344,64318,141610,47416,1
Massachusetts ,MA,1993           ,6012000,48393,233,10563,35591,245831,60220,136548,49063,0
Massachusetts ,MA,1994           ,6041000,42749,214,10160,30550,225532,53222,129962,42348,1
Massachusetts ,MA,1995           ,6074000,41739,217,9137,30626,221971,49669,135586,36716,0
Massachusetts ,MA,1996           ,6092000,39122,157,7778,29420,194636,42896,119562,32178,0
Massachusetts ,MA,1997           ,6118000,39411,119,6676,30969,185437,40491,115494,29452,0
Massachusetts ,MA,1998           ,6147000,38192,124,5938,30443,173011,37333,109275,26403,0
Massachusetts ,MA,1999           ,6175169,34023,122,5931,26307,167437,32964,108845,25628,0
Massachusetts ,MA,2000           ,6349097,30230,125,5815,22594,161901,30600,105425,25876,1
Massachusetts ,MA,2001           ,6401164,30585,143,6476,22110,167079,32430,106821,27828,0
Massachusetts ,MA,2002           ,6421800,31137,173,7169,22018,167753,33243,107922,26588,0
Massachusetts ,MA,2003           ,6420357,30377,140,8011,20378,164543,34963,104069,25511,0
Massachusetts ,MA,2004           ,6407382,29489,171,7484,20040,158150,34497,101605,22048,0
Massachusetts ,MA,2005           ,6433367,29644,178,7837,19878,151727,34728,98079,18920,0
Massachusetts ,MA,2006           ,6437193,32217,188,8080,22178,153943,35243,100725,17975,0
Massachusetts ,MA,2007           ,6449755,28487,187,7021,19636,154743,35767,103925,15051,0
Massachusetts ,MA,2008           ,6497967,30137,166,7077,21143,155919,36251,106913,12755,0
Massachusetts ,MA,2009           ,6593587,30503,173,7467,21129,153178,34515,106799,11864,0
Massachusetts ,MA,2010           ,6555466,30737,214,6897,21842,154496,37903,105124,11469,0
Massachusetts ,MA,2011           ,6607003,28232,184,6768,19626,148829,36403,101644,10782,0
Massachusetts ,MA,2012           ,6645303,27047,121,6555,18721,143325,34635,99453,9237,0
Massachusetts ,MA,2013           ,6708874,27264,138,6705,18118,137274,30716,97437,9121,0
Massachusetts ,MA,2014           ,6755124,26689,133,6077,18277,125481,24951,92226,8304,0
Massachusetts ,MA,2015           ,6784240,26453,131,5266,18974,114547,21826,84676,8045,0
Massachusetts ,MA,2016           ,6823721,25975,135,5365,18334,106430,19204,79155,8071,2
Maryland      ,MD,1979           ,4149000,33007,406,13740,17225,228159,62630,145297,20232,0
Maryland      ,MD,1980           ,4192211,35735,399,16461,17194,242214,71183,152144,18887,0
Maryland      ,MD,1981           ,4261000,37800,421,18085,17640,241625,70740,152405,18480,0
Maryland      ,MD,1982           ,4265000,36254,432,15377,18849,220174,60547,142903,16724,0
Maryland      ,MD,1983           ,4304000,34736,367,14950,18007,195828,52697,127443,15688,0
Maryland      ,MD,1984           ,4349000,34455,354,13097,19364,192325,51484,123567,17274,0
Maryland      ,MD,1985           ,4392000,36655,348,13272,21335,199318,52995,126077,20246,0
Maryland      ,MD,1986           ,4463000,37177,401,13569,21263,212831,55593,132904,24334,0
Maryland      ,MD,1987           ,4535000,34820,436,13164,19425,213589,52718,134485,26386,0
Maryland      ,MD,1988           ,4644000,37466,449,13994,21302,227457,54735,141509,31213,0
Maryland      ,MD,1989           ,4694000,40152,544,15589,22236,220955,52735,137043,31177,0
Maryland      ,MD,1990           ,4781468,43940,552,17394,23809,234842,53549,147407,33886,0
Maryland      ,MD,1991           ,4860000,46469,569,19783,23888,255299,56258,163524,35517,0
Maryland      ,MD,1992           ,4908000,49085,596,21054,25157,256418,55520,165244,35654,0
Maryland      ,MD,1993           ,4965000,49540,632,21582,25141,253647,56246,163471,33930,0
Maryland      ,MD,1994           ,5006000,47457,579,20147,24696,259039,52234,168608,38197,0
Maryland      ,MD,1995           ,5042000,49757,596,21334,25697,267625,53320,178126,36179,0
Maryland      ,MD,1996           ,5072000,47230,588,19944,24793,260231,50331,173817,36083,0
Maryland      ,MD,1997           ,5094000,43127,502,17157,23654,244842,47918,166256,30668,0
Maryland      ,MD,1998           ,5135000,40903,513,15339,23337,234624,47393,159019,28212,0
Maryland      ,MD,1999           ,5171634,38447,465,13636,22795,215973,43230,147296,25447,0
Maryland      ,MD,2000           ,5296486,41663,430,13560,26130,213422,39426,145423,28573,0
Maryland      ,MD,2001           ,5386079,42088,446,13525,26668,219512,41553,145934,32025,0
Maryland      ,MD,2002           ,5450525,42015,513,13417,26715,217105,39765,143320,34020,0
Maryland      ,MD,2003           ,5512310,38778,525,13302,23593,209418,38641,134372,36405,0
Maryland      ,MD,2004           ,5561332,38961,521,12772,24351,202474,36704,129888,35882,0
Maryland      ,MD,2005           ,5589599,39369,552,14378,23173,198483,35922,128491,34070,0
Maryland      ,MD,2006           ,5615727,38111,546,14376,22011,195484,37459,127502,30523,0
Maryland      ,MD,2007           ,5618344,36063,554,13258,21072,192796,37095,127308,28393,0
Maryland      ,MD,2008           ,5633597,35393,493,13203,20570,198165,38849,133983,25333,0
Maryland      ,MD,2009           ,5699478,33625,440,12007,20022,182295,36905,125771,19619,0
Maryland      ,MD,2010           ,5785681,31607,426,11054,18899,173309,36704,118578,18027,0
Maryland      ,MD,2011           ,5839572,28817,399,10342,16876,166846,35823,114951,16072,0
Maryland      ,MD,2012           ,5884868,28086,373,10173,16303,162309,33803,113550,14956,0
Maryland      ,MD,2013           ,5938737,28235,384,10048,16124,157918,31950,112551,13417,0
Maryland      ,MD,2014           ,5975346,26767,362,9565,15208,150390,28134,109140,13116,0
Maryland      ,MD,2015           ,5994983,28185,538,10111,15819,142547,26432,102701,13414,0
Maryland      ,MD,2016           ,6024752,29019,536,10815,15841,139716,24832,100995,13889,2
Maine         ,ME,1979           ,1097000,2221,31,349,1710,45030,12592,29828,2610,0
Maine         ,ME,1980           ,1123670,2173,32,346,1650,46904,13291,31151,2462,0
Maine         ,ME,1981           ,1132000,2214,36,368,1665,45820,14081,29545,2194,0
Maine         ,ME,1982           ,1133000,1847,24,345,1326,41884,11862,27863,2159,0
Maine         ,ME,1983           ,1146000,1829,24,311,1301,40357,11415,27022,1920,0
Maine         ,ME,1984           ,1156000,1832,20,305,1352,38944,10267,26811,1866,0
Maine         ,ME,1985           ,1164000,1950,28,284,1471,40789,10607,28260,1922,0
Maine         ,ME,1986           ,1174000,1726,23,328,1201,38909,9433,27548,1928,0
Maine         ,ME,1987           ,1187000,1806,30,304,1286,40122,9148,28916,2058,0
Maine         ,ME,1988           ,1206000,1898,37,311,1326,41249,9852,28928,2469,0
Maine         ,ME,1989           ,1222000,1676,39,293,1115,42116,9810,30067,2239,0
Maine         ,ME,1990           ,1227928,1759,30,308,1179,43647,10106,31372,2169,0
Maine         ,ME,1991           ,1235000,1631,15,280,1066,44900,11146,31737,2017,0
Maine         ,ME,1992           ,1235000,1616,21,288,1013,41900,10156,29966,1778,0
Maine         ,ME,1993           ,1239000,1558,20,264,945,37519,8909,26945,1665,0
Maine         ,ME,1994           ,1240000,1611,28,278,987,38971,8938,28257,1776,0
Maine         ,ME,1995           ,1241000,1631,25,334,1007,39132,9015,28444,1673,0
Maine         ,ME,1996           ,1243000,1553,25,292,976,40636,9303,29557,1776,0
Maine         ,ME,1997           ,1242000,1500,25,257,964,37396,8241,27513,1642,0
Maine         ,ME,1998           ,1244000,1566,26,263,1052,36261,8295,26457,1509,0
Maine         ,ME,1999           ,1253040,1404,25,243,897,34618,7532,25392,1694,0
Maine         ,ME,2000           ,1274923,1397,15,247,815,32003,6775,23906,1322,0
Maine         ,ME,2001           ,1284470,1435,19,264,826,33154,6898,24585,1671,0
Maine         ,ME,2002           ,1294894,1396,14,270,735,32985,6965,24591,1429,0
Maine         ,ME,2003           ,1309205,1422,16,289,763,32078,6579,24043,1456,0
Maine         ,ME,2004           ,1314985,1364,18,289,742,31740,6341,24096,1303,0
Maine         ,ME,2005           ,1318220,1483,19,323,815,31889,6323,24218,1348,0
Maine         ,ME,2006           ,1321574,1533,23,383,786,33658,6846,25465,1347,0
Maine         ,ME,2007           ,1317207,1565,20,349,804,32249,6745,24228,1276,0
Maine         ,ME,2008           ,1316456,1572,31,333,829,32433,6559,24695,1179,0
Maine         ,ME,2009           ,1318301,1580,26,399,780,31706,6729,23955,1022,0
Maine         ,ME,2010           ,1327379,1621,24,412,796,32900,7364,24547,989,0
Maine         ,ME,2011           ,1328544,1638,26,370,848,33829,7865,24886,1078,0
Maine         ,ME,2012           ,1328501,1626,26,420,808,33398,7476,24931,991,0
Maine         ,ME,2013           ,1328702,1761,24,335,907,30454,6480,23063,911,0
Maine         ,ME,2014           ,1330256,1698,21,304,889,26427,5035,20591,801,0
Maine         ,ME,2015           ,1329453,1726,23,311,931,24361,4694,18853,814,1
Maine         ,ME,2016           ,1330232,1649,20,268,948,21908,4001,17131,776,0
Michigan      ,MI,1979           ,9208000,56558,834,20218,31406,509457,138806,315211,55440,0
Michigan      ,MI,1980           ,9228128,59014,940,22519,31251,557051,160688,342384,53979,0
Michigan      ,MI,1981           ,9201000,59058,861,23688,30143,571582,171331,341805,58446,0
Michigan      ,MI,1982           ,9109000,59806,827,24699,30034,558195,165155,330031,63009,0
Michigan      ,MI,1983           ,9069000,64993,910,25873,33125,522450,153438,302118,66894,0
Michigan      ,MI,1984           ,9075000,68979,879,27832,34388,525979,149209,298192,78578,0
Michigan      ,MI,1985           ,9088000,66714,1018,26572,32984,511852,138792,297827,75233,0
Michigan      ,MI,1986           ,9145000,73517,1032,27550,38768,520127,138040,308894,73193,0
Michigan      ,MI,1987           ,9200000,71772,1124,25442,39022,522254,133602,319470,69182,0
Michigan      ,MI,1988           ,9300000,68980,1009,22424,39085,496867,122254,305693,68920,0
Michigan      ,MI,1989           ,9273000,65760,993,20616,37527,487682,113579,307096,67007,0
Michigan      ,MI,1990           ,9295297,73468,971,21752,43536,483764,106275,311153,66336,0
Michigan      ,MI,1991           ,9368000,75232,1009,22790,44061,499781,111126,324985,63670,1
Michigan      ,MI,1992           ,9437000,72672,938,20902,43282,456800,98257,299486,59057,0
Michigan      ,MI,1993           ,9478000,75021,933,22601,44747,441767,93143,290333,58291,2
Michigan      ,MI,1994           ,9496000,72751,927,21733,43371,444325,91849,290172,62304,0
Michigan      ,MI,1995           ,9549000,65680,808,17885,41070,429223,86872,280712,61639,0
Michigan      ,MI,1996           ,9594000,60951,722,16907,37856,430020,85908,276909,67203,0
Michigan      ,MI,1997           ,9774000,57663,759,14934,36900,422916,80726,276863,65327,0
Michigan      ,MI,1998           ,9817000,60947,721,15293,39987,398773,82249,258186,58338,0
Michigan      ,MI,1999           ,9863775,56709,695,14103,37062,369887,76736,236351,56800,0
Michigan      ,MI,2000           ,9938444,55159,669,13712,35753,353297,69790,227783,55724,0
Michigan      ,MI,2001           ,10006266,55424,672,12937,36551,352353,72038,226708,53607,0
Michigan      ,MI,2002           ,10043221,54306,678,11847,36417,335060,70970,214367,49723,0
Michigan      ,MI,2003           ,10082364,51550,612,11254,34214,330565,68316,208538,53711,0
Michigan      ,MI,2004           ,10104206,49737,643,11336,32276,309805,64233,194988,50584,0
Michigan      ,MI,2005           ,10100833,55936,629,13348,36760,312892,70527,194090,48275,0
Michigan      ,MI,2006           ,10095643,56981,721,14229,36684,325594,76313,199183,50098,0
Michigan      ,MI,2007           ,10071822,53765,661,13365,35147,308550,75273,191289,41988,1
Michigan      ,MI,2008           ,10003422,51512,554,13246,33205,295100,74787,184558,35755,0
Michigan      ,MI,2009           ,9969727,49825,623,12427,32251,284019,76046,178628,29345,0
Michigan      ,MI,2010           ,9877143,48693,580,11522,31858,271501,74345,169748,27408,0
Michigan      ,MI,2011           ,9876801,43731,617,10263,28507,251329,69755,156666,24908,1
Michigan      ,MI,2012           ,9882519,44962,701,10423,29203,249249,65560,158609,25080,0
Michigan      ,MI,2013           ,9898193,44757,625,10093,27254,230135,56256,149794,24085,0
Michigan      ,MI,2014           ,9916306,42555,544,8037,27610,202692,44328,137142,21222,0
Michigan      ,MI,2015           ,9917715,41712,585,7818,26599,191191,40375,132019,18797,0
Michigan      ,MI,2016           ,9933445,45782,612,7123,30779,190249,39738,130249,20262,5
Minnesota     ,MN,1979           ,4060000,8973,93,3754,4255,169376,45183,110827,13366,0
Minnesota     ,MN,1980           ,4061235,9250,106,4025,4177,185668,50602,123050,12016,0
Minnesota     ,MN,1981           ,4090000,9344,85,4266,3937,184387,52253,121834,10300,0
Minnesota     ,MN,1982           ,4133000,9062,95,4188,3841,175048,48855,116375,9818,0
Minnesota     ,MN,1983           ,4144000,7909,69,3298,3615,159268,44571,106034,8663,0
Minnesota     ,MN,1984           ,4162000,8802,74,2960,4717,151082,41242,101240,8600,0
Minnesota     ,MN,1985           ,4193000,10751,88,3598,5823,162597,42663,108954,10980,0
Minnesota     ,MN,1986           ,4214000,11991,105,4299,6249,171832,42319,117371,12142,0
Minnesota     ,MN,1987           ,4246000,12118,112,4354,6213,183868,45384,125686,12798,0
Minnesota     ,MN,1988           ,4306000,12490,124,4079,6950,173302,39167,119526,14609,0
Minnesota     ,MN,1989           ,4353000,12549,111,4128,6947,178252,39042,122673,16537,0
Minnesota     ,MN,1990           ,4375099,13392,117,4057,7731,185185,39691,129500,15994,0
Minnesota     ,MN,1991           ,4432000,14006,131,4345,7768,185268,37832,131330,16106,0
Minnesota     ,MN,1992           ,4480000,15144,150,4906,8248,190520,39859,134750,15911,0
Minnesota     ,MN,1993           ,4517000,15986,155,5092,7943,183347,38147,129727,15473,0
Minnesota     ,MN,1994           ,4567000,16397,147,5370,8155,181856,36157,131344,14355,0
Minnesota     ,MN,1995           ,4610000,16416,182,5702,7939,190911,36756,138414,15741,0
Minnesota     ,MN,1996           ,4658000,15782,167,5385,7903,192109,35515,138671,17923,0
Minnesota     ,MN,1997           ,4686000,15827,129,5373,7879,191006,35265,137872,17869,0
Minnesota     ,MN,1998           ,4725000,14656,121,4371,7806,176541,32486,128689,15366,0
Minnesota     ,MN,1999           ,4775508,13085,134,3917,6996,158717,27706,117736,13275,0
Minnesota     ,MN,2000           ,4919479,13813,151,3713,7709,157798,26116,118250,13432,0
Minnesota     ,MN,2001           ,4984535,13145,119,3758,7032,165046,25496,124519,15031,0
Minnesota     ,MN,2002           ,5024791,13428,112,3937,7106,164026,28034,122150,13842,0
Minnesota     ,MN,2003           ,5064172,13316,127,3906,7191,157663,27698,116216,13749,0
Minnesota     ,MN,2004           ,5096546,13751,113,4070,7445,155019,28048,113453,13518,0
Minnesota     ,MN,2005           ,5126739,15243,115,4724,8146,158301,29716,114304,14281,1
Minnesota     ,MN,2006           ,5167101,16042,126,5441,8830,159276,30306,115693,13277,0
Minnesota     ,MN,2007           ,5197621,15054,116,4770,8295,158257,29717,115892,12648,0
Minnesota     ,MN,2008           ,5220393,13853,110,4179,7759,149517,26558,112764,10195,0
Minnesota     ,MN,2009           ,5266214,12874,74,3619,7392,139286,25580,105160,8546,0
Minnesota     ,MN,2010           ,5310658,12515,96,3388,7233,136431,24415,103429,8587,0
Minnesota     ,MN,2011           ,5347299,12323,75,3385,6750,136183,25681,102354,8148,0
Minnesota     ,MN,2012           ,5379646,12419,99,3475,7207,138152,25378,104316,8458,1
Minnesota     ,MN,2013           ,5422060,12710,114,3674,6908,131193,22713,100514,7966,0
Minnesota     ,MN,2014           ,5457125,12505,88,3687,6729,125377,20773,96237,8367,0
Minnesota     ,MN,2015           ,5482435,13319,133,3771,7094,121984,19299,94704,7981,2
Minnesota     ,MN,2016           ,5525050,13365,101,3730,7185,117723,18582,90421,8720,0
Missouri      ,MO,1979           ,4868000,25662,543,10267,13214,214809,70423,124398,19988,0
Missouri      ,MO,1980           ,4901288,27177,544,10958,14075,239115,81798,136998,20319,0
Missouri      ,MO,1981           ,4938000,26675,516,10629,14065,237575,78173,140567,18835,0
Missouri      ,MO,1982           ,4951000,25078,479,9554,13762,219888,68881,134383,16624,0
Missouri      ,MO,1983           ,4970000,23718,403,8346,13639,201418,60496,125140,15782,0
Missouri      ,MO,1984           ,5008000,23071,358,7053,14335,192123,55863,119749,16511,0
Missouri      ,MO,1985           ,5029000,25321,409,7425,16019,194247,55252,120650,18345,0
Missouri      ,MO,1986           ,5066000,29310,464,8624,18742,206463,57556,126674,22233,0
Missouri      ,MO,1987           ,5103000,27792,423,8376,17520,212430,56711,133964,21755,0
Missouri      ,MO,1988           ,5139000,28393,413,8638,17837,220578,58605,139648,22325,0
Missouri      ,MO,1989           ,5159000,32634,409,10060,20578,231874,58594,146269,27011,0
Missouri      ,MO,1990           ,5117073,36602,449,11073,23417,225422,54536,143287,27599,0
Missouri      ,MO,1991           ,5158000,39358,543,12952,24107,239982,64643,146533,28806,0
Missouri      ,MO,1992           ,5193000,38448,547,11783,24223,226246,57127,143288,25831,0
Missouri      ,MO,1993           ,5234000,38963,590,12654,23825,227731,53673,145392,28666,0
Missouri      ,MO,1994           ,5278000,39240,554,12178,24553,240898,55577,158283,27038,0
Missouri      ,MO,1995           ,5324000,35339,469,10863,22296,237278,49649,162430,25199,0
Missouri      ,MO,1996           ,5359000,31669,433,9142,20528,240781,47919,168870,23992,0
Missouri      ,MO,1997           ,5402000,31192,426,8430,20811,228889,46900,155472,26517,0
