Name,Genre,Year
DS:Style Series: Chikyuu no Arukikata DS - T,Misc            ,2007
DS:Style Series: Chikyuu no Arukikata DS - T,Misc            ,2007
DS:Style Series: Hana Saku DS Gardening Life,Misc            ,2007
DT Carnage                                  ,Racing          ,2008
DT Carnage                                  ,Racing          ,2009
DT Racer                                    ,Racing          ,2005
Duael Invaders                              ,Shooter         ,2011
Dual Blades                                 ,Fighting        ,2002
Dual Hearts                                 ,Role-Playing    ,2002
Dual Heroes                                 ,Fighting        ,1998
Dual Orb                                    ,Role-Playing    ,1993
Dual Orb II                                 ,Role-Playing    ,1994
Dual Pack: Syphon Filter Logan's Shadow / Ki,Misc            ,2011
Dual Zone                                   ,Action          ,2009
DualPenSports                               ,Sports          ,2011
Dubbers Adventure                           ,Platform        ,2009
DUBWARS                                     ,Misc            ,2014
Ducati Challenge                            ,Misc            ,2011
Ducati Moto                                 ,Racing          ,2008
Ducati World Championship                   ,Racing          ,2011
Ducati World Racing Challenge               ,Racing          ,2001
Duck Dynasty: Battle of the Beards          ,Misc            ,2013
Duck Hunt                                   ,Shooter         ,1985
Duck Tail                                   ,Misc            ,2014
Duckinator                                  ,Misc            ,2011
DuckTales: Remastered                       ,Platform        ,2013
DuckTales: Scrooges Loot                    ,Misc            ,2013
DuckTales: The Quest for Gold               ,Action          ,1990
Ducky Doodle 3D                             ,Misc            ,2014
Dudebro: My Shit is Fucked Up So I Got to Sh,Shooter         ,2014
Dudes with Attitude                         ,Action          ,1990
Duel Love: Koisuru Otome wa Shouri no Megami,Adventure       ,2008
Duel Masters                                ,Strategy        ,2004
Duel Masters 2: Kirifuda Shoubu Version     ,Adventure       ,2004
Duel Masters Nettou! Battle Arena           ,Strategy        ,2003
Duel Masters: Kaijudo Showdown              ,Misc            ,2004
Duel Masters: Sempai Legends                ,Misc            ,2004
Duel Masters: Shadow of the Code            ,Misc            ,2005
Duel Savior                                 ,Role-Playing    ,2004
Duel Savior Destiny                         ,Role-Playing    ,2005
Duel Savior Justice                         ,Role-Playing    ,2005
Duel: The Art of Combat                     ,Shooter         ,2009
Duke - Caribbean: Life's a Beach            ,Shooter         ,1997
Duke Assault                                ,Shooter         ,1997
"Duke Grabowski, Mighty Swashbuckler         ",Adventure       ,2016
Duke Nuclear Winter                         ,Shooter         ,1997
Duke Nukem                                  ,Shooter         ,1991
Duke Nukem                                  ,Platform        ,1999
Duke Nukem 3D                               ,Shooter         ,1996
Duke Nukem 3D                               ,Shooter         ,1997
Duke Nukem 3D                               ,Shooter         ,1998
Duke Nukem 3D                               ,Shooter         ,2008
Duke Nukem 3D: 20th Anniversary World Tour  ,Shooter         ,2016
Duke Nukem 3D: Atomic Edition               ,Shooter         ,1996
Duke Nukem 3D: Kill-A-Ton Collection        ,Shooter         ,1997
Duke Nukem 3D: Plutonium Pak                ,Shooter         ,1996
Duke Nukem 64                               ,Shooter         ,1997
Duke Nukem Advance                          ,Shooter         ,2002
Duke Nukem Forever                          ,Action          ,1996
Duke Nukem Forever                          ,Shooter         ,2011
Duke Nukem II                               ,Shooter         ,1993
Duke Nukem Trilogy: Chain Reaction          ,Shooter         ,1993
Duke Nukem Trilogy: Critical Mass           ,Shooter         ,2001
Duke Nukem Trilogy: Critical Mass           ,Shooter         ,2011
Duke Nukem Trilogy: Proving Ground          ,Shooter         ,1993
Duke Nukem: Land of the Babes               ,Shooter         ,2000
Duke Nukem: Manhattan Project               ,Shooter         ,2002
Duke Nukem: Manhattan Project               ,Shooter         ,2010
Duke Nukem: Time to Kill                    ,Shooter         ,1998
Duke Nukem: Total Meltdown                  ,Shooter         ,1997
Duke Nukem: Zero Hour                       ,Shooter         ,1999
Duke Saraie no Kenkou Walking Navi          ,Misc            ,2007
Duke!ZONE for Duke Nukem 3D                 ,Shooter         ,1996
Duludubi Star                               ,Platform        ,2007
Dumb Ways to Die                            ,Misc            ,2013
Dunamis 15                                  ,Visual Novel    ,2011
Dune                                        ,Strategy        ,1992
Dune                                        ,Strategy        ,1993
Dune 2000                                   ,Strategy        ,1998
Dune 2000                                   ,Strategy        ,2000
Dune II: Battle for Arrakis                 ,Strategy        ,1993
Dune: The Battle for Arrakis                ,Strategy        ,1993
Dunes of War                                ,Simulation      ,2007
Dungeon                                     ,Adventure       ,1987
Dungeon Adventure                           ,Role-Playing    ,2010
Dungeon Campaign                            ,Role-Playing    ,2010
Dungeon Creator                             ,Strategy        ,1996
Dungeon Defenders                           ,Role-Playing    ,2011
Dungeon Defenders II                        ,Action          ,2014
Dungeon Explorer                            ,Role-Playing    ,1989
Dungeon Explorer                            ,Role-Playing    ,1994
Dungeon Explorer                            ,Role-Playing    ,2007
Dungeon Explorer                            ,Role-Playing    ,2011
Dungeon Explorer II                         ,Role-Playing    ,1993
Dungeon Explorer II                         ,Role-Playing    ,2008
Dungeon Explorer II                         ,Role-Playing    ,2010
Dungeon Explorer: Warriors of Ancient Arts  ,Role-Playing    ,2008
Dungeon Explorer: Warriors of Ancient Arts  ,Role-Playing    ,2010
Dungeon Fighter Online                      ,Fighting        ,2009
Dungeon Fighter Online                      ,Fighting        ,2010
Dungeon Hack                                ,Role-Playing    ,1993
Dungeon Highway                             ,Misc            ,2014
Dungeon Hunter 4                            ,Misc            ,2013
Dungeon Hunter: Alliance                    ,Role-Playing    ,2011
Dungeon Hunter: Alliance                    ,Role-Playing    ,2012
Dungeon Keeper                              ,Strategy        ,1997
Dungeon Keeper / Dungeon Keeper 2           ,Strategy        ,1997
Dungeon Keeper 2                            ,Strategy        ,1999
Dungeon Keeper Gold                         ,Strategy        ,1998
Dungeon Keeper: The Deeper Dungeons         ,Strategy        ,1997
Dungeon KiD                                 ,Role-Playing    ,1990
Dungeon Land                                ,Misc            ,1992
Dungeon Lords                               ,Role-Playing    ,2005
Dungeon Magic: Swords of the Elements       ,Role-Playing    ,1990
Dungeon Maker II: The Hidden War            ,Role-Playing    ,2008
Dungeon Maker II: The Hidden War (JP sales) ,Role-Playing    ,2008
Dungeon Maker: Hunting Ground               ,Role-Playing    ,2007
Dungeon Maker: Hunting Ground               ,Role-Playing    ,2009
Dungeon Master                              ,Role-Playing    ,1989
Dungeon Master                              ,Role-Playing    ,1993
Dungeon Master II: The Legend of Skullkeep  ,Role-Playing    ,1994
Dungeon Master II: The Legend of Skullkeep  ,Role-Playing    ,1995
Dungeon of the Endless                      ,Misc            ,2013
Dungeon of Windaria                         ,Role-Playing    ,2008
Dungeon Party                               ,Role-Playing    ,2009
Dungeon Raiders                             ,Role-Playing    ,2011
Dungeon Runners                             ,Role-Playing    ,2007
Dungeon Savior                              ,Role-Playing    ,2000
Dungeon Siege                               ,Role-Playing    ,2002
Dungeon Siege II                            ,Role-Playing    ,2005
Dungeon Siege II: Broken World              ,Role-Playing    ,2006
Dungeon Siege II: Deluxe Edition            ,Role-Playing    ,2006
Dungeon Siege III                           ,Role-Playing    ,2011
Dungeon Siege III: Treasures of the Sun     ,Role-Playing    ,2011
Dungeon Siege: Legends of Aranna            ,Role-Playing    ,2003
Dungeon Siege: Throne of Agony              ,Role-Playing    ,2006
Dungeon Souls                               ,Action-Adventure,2016
Dungeon Tales                               ,Role-Playing    ,2010
Dungeon Travelers 2: The Royal Library & the,Role-Playing    ,2013
Dungeon Travelers 2: The Royal Library & The,Role-Playing    ,2015
Dungeonland                                 ,Misc            ,2013
Dungeons                                    ,Strategy        ,2011
Dungeons & Dragons Anthology: The Master Col,Misc            ,2011
Dungeons & Dragons Heroes                   ,Role-Playing    ,2003
Dungeons & Dragons Tactics                  ,Strategy        ,2007
Dungeons & Dragons: Chronicles of Mystara   ,Role-Playing    ,2014
Dungeons & Dragons: Daggerdale              ,Role-Playing    ,2011
Dungeons & Dragons: Eye of the Beholder     ,Role-Playing    ,2002
Dungeons & Dragons: Neverwinter Nights - Com,Misc            ,2011
